,HomeTeam,AwayTeam,HTGD,ATGD,HTP,ATP,HM1_D,HM1_L,HM1_W,HM2_D,HM2_L,HM2_W,HM3_D,HM3_L,HM3_W,AM1_D,AM1_L,AM1_W,AM2_D,AM2_L,AM2_W,AM3_D,AM3_L,AM3_W,DiffFormPts,DiffLP,FTR
1446,Liverpool,Blackburn,0.35483871,-0.193548387,1.4838709680000002,1.0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0.129032258,-1,H
1447,Leeds,Leicester,-1.0,-0.419354839,0.806451613,0.9032258059999999,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,-0.064516129,-3,H
1448,Arsenal,Liverpool,1.225806452,0.35483871,2.387096774,1.4838709680000002,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0.0,-3,H
1449,Everton,Tottenham,-0.161290323,-0.225806452,1.096774194,1.193548387,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0.064516129,-3,H
1450,Birmingham,Man United,0.03125,0.84375,1.4375,2.03125,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,-0.09375,12,A
1451,Blackburn,Leeds,-0.3125,-0.9375,0.96875,0.875,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,-0.09375,-9,A
1452,Bolton,Aston Villa,-0.4375,0.09375,1.15625,1.375,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,-0.03125,1,D
1453,Charlton,Portsmouth,0.0625,-0.40625,1.375,0.96875,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,-0.1875,-6,D
1454,Chelsea,Middlesbrough,1.0625,-0.0625,2.1875,1.28125,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0.0625,-7,D
1455,Leicester,Fulham,-0.4375,0.0625,0.875,1.28125,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0.0,4,A
1456,Man City,Wolves,-0.03125,-1.21875,1.0,0.75,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0.0625,-9,D
1457,Newcastle,Arsenal,0.375,1.25,1.5,2.40625,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,-0.03125,1,D
1458,Aston Villa,Chelsea,0.09375,1.0625,1.375,2.1875,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,-0.15625,12,H
1459,Fulham,Blackburn,0.0625,-0.3125,1.28125,0.96875,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,-0.03125,8,A
1460,Liverpool,Charlton,0.393939394,0.090909091,1.484848485,1.424242424,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0.0,-7,A
1461,Middlesbrough,Southampton,-0.060606060999999996,0.090909091,1.2727272729999999,1.2727272729999999,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,-0.03030303,3,H
1462,Portsmouth,Birmingham,-0.333333333,0.0,1.03030303,1.393939394,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0.090909091,5,H
1463,Tottenham,Man City,-0.303030303,-0.03030303,1.121212121,1.0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,-0.090909091,1,D
1464,Wolves,Bolton,-1.181818182,-0.424242424,0.757575758,1.151515152,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,-0.090909091,1,A
1465,Leeds,Everton,-0.8787878790000001,-0.151515152,0.939393939,1.121212121,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0.060606060999999996,8,D
1466,Man United,Leicester,0.848484848,-0.484848485,2.060606061,0.848484848,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0.181818182,-17,H
1467,Arsenal,Leeds,1.212121212,-0.8787878790000001,2.363636364,0.939393939,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,-0.03030303,-13,H
1468,Blackburn,Leicester,-0.333333333,-0.484848485,0.939393939,0.848484848,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,-0.03030303,-12,H
1469,Bolton,Tottenham,-0.424242424,-0.303030303,1.151515152,1.121212121,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0.12121212099999999,7,H
1470,Charlton,Birmingham,0.088235294,-0.058823529000000006,1.411764706,1.3529411759999999,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0.117647059,-1,D
1471,Chelsea,Everton,0.970588235,-0.147058824,2.088235294,1.117647059,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0.0,-3,D
1472,Liverpool,Fulham,0.352941176,0.088235294,1.441176471,1.294117647,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,-0.029411765,-9,D
1473,Man City,Southampton,-0.029411765,0.147058824,1.0,1.323529412,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,-0.088235294,1,A
1474,Portsmouth,Man United,-0.294117647,0.794117647,1.088235294,2.0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0.029411765,17,H
1475,Wolves,Middlesbrough,-1.176470588,0.0,0.735294118,1.323529412,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,-0.176470588,7,H
1476,Aston Villa,Newcastle,0.117647059,0.352941176,1.411764706,1.470588235,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0.0,13,D
1477,Man United,Charlton,0.794117647,0.088235294,2.0,1.411764706,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0.029411765,-11,H
1478,Everton,Blackburn,-0.147058824,-0.294117647,1.117647059,1.0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0.029411765,1,A
1479,Fulham,Charlton,0.088235294,0.088235294,1.294117647,1.411764706,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,-0.029411765,2,H
1480,Leicester,Man City,-0.514285714,-0.085714286,0.8,0.9714285709999999,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,-0.057142857000000005,9,D
1481,Man United,Liverpool,0.828571429,0.342857143,2.028571429,1.428571429,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0.14285714300000002,-4,A
1482,Middlesbrough,Aston Villa,-0.057142857000000005,0.11428571400000001,1.285714286,1.4,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,-0.028571429,-5,A
1483,Southampton,Bolton,0.11428571400000001,-0.314285714,1.285714286,1.257142857,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,-0.11428571400000001,-9,A
1484,Birmingham,Wolves,-0.057142857000000005,-1.085714286,1.342857143,0.8,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,-0.085714286,-5,D
1485,Leeds,Portsmouth,-0.9714285709999999,-0.257142857,0.914285714,1.142857143,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,-0.14285714300000002,-3,A
1486,Newcastle,Chelsea,0.37142857100000004,0.942857143,1.5142857140000001,2.057142857,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0.085714286,-1,H
1487,Tottenham,Arsenal,-0.342857143,1.285714286,1.085714286,2.3428571430000003,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,-0.11428571400000001,8,D
1488,Arsenal,Birmingham,1.285714286,-0.057142857000000005,2.3428571430000003,1.342857143,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0.11428571400000001,-11,D
1489,Blackburn,Man United,-0.257142857,0.828571429,1.057142857,2.028571429,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0.0,5,H
1490,Charlton,Leicester,-0.027777778,-0.5,1.333333333,0.805555556,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0.0,-6,D
1491,Chelsea,Southampton,0.8888888890000001,0.0,2.0,1.25,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,-0.055555556,-4,H
1492,Man City,Newcastle,-0.083333333,0.333333333,0.9722222220000001,1.4722222219999999,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,-0.055555556,6,H
1493,Portsmouth,Fulham,-0.25,0.13888888900000002,1.138888889,1.333333333,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0.083333333,4,D
1494,Wolves,Everton,-1.0555555559999998,-0.166666667,0.805555556,1.083333333,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0.055555556,11,H
1495,Aston Villa,Tottenham,0.13888888900000002,-0.333333333,1.4444444440000002,1.083333333,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0.13888888900000002,6,H
1496,Bolton,Leeds,-0.27777777800000003,-0.9722222220000001,1.3055555559999998,0.8888888890000001,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0.222222222,2,H
1497,Liverpool,Middlesbrough,0.36111111100000004,-0.083333333,1.4722222219999999,1.25,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0.027777778,-6,H
1498,Portsmouth,Arsenal,-0.25,1.25,1.138888889,2.305555556,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0.055555556,16,D
1499,Birmingham,Liverpool,-0.055555556,0.36111111100000004,1.333333333,1.4722222219999999,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,-0.055555556,8,A
1500,Everton,Bolton,-0.18918918899999998,-0.18918918899999998,1.054054054,1.351351351,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,-0.21621621600000002,-10,A
1501,Leeds,Charlton,-1.027027027,-0.027027027000000002,0.864864865,1.324324324,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,-0.027027027000000002,3,D
1502,Leicester,Portsmouth,-0.486486486,-0.243243243,0.810810811,1.135135135,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,-0.081081081,0,H
1503,Man United,Chelsea,0.72972973,0.972972973,1.918918919,2.027027027,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,-0.027027027000000002,-3,D
1504,Middlesbrough,Man City,-0.135135135,-0.054054054000000004,1.2162162159999999,1.027027027,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,-0.10810810800000001,2,H
1505,Southampton,Aston Villa,0.0,0.162162162,1.243243243,1.486486486,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,-0.162162162,-8,D
1506,Tottenham,Blackburn,-0.35135135100000003,-0.18918918899999998,1.054054054,1.162162162,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,-0.21621621600000002,4,H
1507,Fulham,Arsenal,0.135135135,1.2162162159999999,1.324324324,2.27027027,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0.054054054000000004,12,A
1508,Newcastle,Wolves,0.324324324,-1.0,1.459459459,0.864864865,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,-0.081081081,-15,D
1509,Southampton,Newcastle,0.0,0.324324324,1.243243243,1.459459459,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,-0.081081081,5,D
1510,Arsenal,Leicester,1.210526316,-0.42105263200000004,2.289473684,0.8684210529999999,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0.0,-16,H
1511,Aston Villa,Man United,0.15789473699999998,0.7105263159999999,1.473684211,1.894736842,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0.15789473699999998,15,A
1512,Blackburn,Birmingham,-0.21052631600000002,-0.131578947,1.131578947,1.289473684,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0.10526315800000001,-7,D
1513,Bolton,Fulham,-0.15789473699999998,0.10526315800000001,1.394736842,1.289473684,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0.131578947,3,A
1514,Charlton,Southampton,-0.026315789,0.0,1.315789474,1.236842105,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0.0,4,H
1515,Chelsea,Leeds,0.947368421,-1.0,2.0,0.8684210529999999,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0.078947368,-11,H
1516,Liverpool,Newcastle,0.473684211,0.31578947399999996,1.552631579,1.447368421,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0.184210526,2,D
1517,Man City,Everton,-0.078947368,-0.21052631600000002,1.0,1.026315789,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0.10526315800000001,2,H
1518,Portsmouth,Middlesbrough,-0.289473684,-0.10526315800000001,1.105263158,1.263157895,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,-0.026315789,7,H
1519,Wolves,Tottenham,-0.9736842109999999,-0.31578947399999996,0.8684210529999999,1.105263158,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0.026315789,8,A
1550,Chelsea,Southampton,1.0,-0.5,2.25,0.75,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1.5,-10,H
1551,Everton,West Brom,0.0,0.0,1.5,0.75,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0.75,-1,H
1552,Man City,Charlton,-0.5,0.25,0.25,1.5,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,-1.25,9,H
1553,Middlesbrough,Crystal Palace,0.0,-1.0,1.0,0.25,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0.75,-7,H
1554,Norwich,Arsenal,-0.25,2.0,0.5,2.25,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,-1.75,17,A
1555,Tottenham,Birmingham,0.25,0.0,1.25,1.0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0.25,5,H
1556,Bolton,Liverpool,0.5,0.0,1.5,1.0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0.5,4,H
1557,Man United,Everton,0.0,0.0,1.0,1.5,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,-0.5,-14,D
1558,Portsmouth,Fulham,0.0,0.0,1.0,1.0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0.0,4,H
1559,Aston Villa,Chelsea,-0.25,1.0,1.0,2.25,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,-1.25,4,D
1560,Bolton,Man United,0.6,0.0,1.8,1.0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0.2,5,D
1561,Fulham,Arsenal,-0.2,2.2,0.8,2.4,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,-1.2,8,A
1562,Liverpool,West Brom,0.6,-0.2,1.4,0.6,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0.8,-14,H
1563,Man City,Everton,0.4,0.0,0.8,1.4,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,-0.8,-1,A
1564,Middlesbrough,Birmingham,0.2,-0.2,1.4,0.8,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0.6,1,H
1565,Newcastle,Blackburn,-0.6,-0.8,0.4,0.4,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0.0,-10,H
1566,Portsmouth,Crystal Palace,0.4,-1.0,1.4,0.2,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1.2,-5,H
1567,Tottenham,Norwich,0.4,-0.8,1.6,0.4,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1.2,-3,D
1568,Charlton,Southampton,-0.6,-0.6,1.2,0.6,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0.6,-5,D
1569,Arsenal,Bolton,2.2,0.6,2.4,1.8,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0.6,-7,D
1570,Birmingham,Charlton,-0.333333333,-0.5,0.666666667,1.166666667,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,-0.166666667,3,D
1571,Blackburn,Portsmouth,-1.166666667,0.166666667,0.333333333,1.166666667,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,-0.833333333,2,H
1572,Crystal Palace,Man City,-1.166666667,0.166666667,0.166666667,0.666666667,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,-0.5,2,A
1573,Norwich,Aston Villa,-0.666666667,0.166666667,0.5,1.333333333,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,-0.333333333,12,D
1574,West Brom,Fulham,-0.666666667,-0.666666667,0.5,0.666666667,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0.166666667,9,D
1575,Chelsea,Tottenham,0.833333333,0.333333333,2.166666667,1.5,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0.333333333,-13,D
1576,Everton,Middlesbrough,0.166666667,0.333333333,1.6666666669999999,1.6666666669999999,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,-0.333333333,6,H
1577,Southampton,Newcastle,-0.5,0.0,0.666666667,0.833333333,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,-0.5,7,A
1578,Man United,Liverpool,0.0,0.333333333,1.0,1.166666667,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0.0,-1,H
1579,Aston Villa,Crystal Palace,0.166666667,-1.166666667,1.333333333,0.166666667,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0.666666667,-12,D
1580,Bolton,Birmingham,0.428571429,-0.28571428600000004,1.571428571,0.7142857140000001,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0.571428571,-2,D
1581,Fulham,Southampton,-0.571428571,-0.571428571,0.7142857140000001,0.571428571,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0.0,-3,H
1582,Liverpool,Norwich,0.7142857140000001,-0.571428571,1.428571429,0.571428571,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0.571428571,-14,H
1583,Man City,Arsenal,0.28571428600000004,2.0,1.0,2.285714286,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,-0.14285714300000002,15,A
1584,Middlesbrough,Chelsea,0.14285714300000002,0.7142857140000001,1.428571429,2.0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0.14285714300000002,9,A
1585,Newcastle,West Brom,0.14285714300000002,-0.571428571,1.142857143,0.571428571,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0.7142857140000001,-13,H
1586,Tottenham,Man United,0.28571428600000004,0.14285714300000002,1.428571429,1.285714286,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0.0,12,A
1587,Portsmouth,Everton,0.0,0.28571428600000004,1.0,1.857142857,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,-0.571428571,-4,A
1588,Charlton,Blackburn,-0.428571429,-0.857142857,1.142857143,0.7142857140000001,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,-0.28571428600000004,-8,H
1589,Arsenal,Charlton,2.0,-0.428571429,2.285714286,1.142857143,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0.7142857140000001,-6,H
1590,Blackburn,Aston Villa,-0.875,0.125,0.625,1.25,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0.0,9,D
1591,Everton,Tottenham,0.375,0.125,2.0,1.25,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0.875,2,A
1592,Norwich,Portsmouth,-0.875,0.0,0.5,1.0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0.125,5,D
1593,Southampton,Man City,-0.625,0.125,0.5,0.875,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,-0.25,-4,D
1594,West Brom,Bolton,-0.75,0.375,0.5,1.5,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,-0.25,10,H
1595,Birmingham,Newcastle,-0.25,0.375,0.75,1.375,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,-0.875,5,D
1596,Chelsea,Liverpool,0.75,0.5,2.125,1.25,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0.25,-2,H
1597,Man United,Middlesbrough,0.25,0.0,1.5,1.25,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0.5,-8,D
1598,Crystal Palace,Fulham,-1.0,-0.375,0.25,1.0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,-0.375,9,H
1599,Arsenal,Aston Villa,1.875,0.125,2.375,1.25,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0.5,-5,H
1600,Birmingham,Man United,-0.222222222,0.222222222,0.7777777779999999,1.4444444440000002,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,-0.444444444,7,D
1601,Blackburn,Middlesbrough,-0.7777777779999999,0.0,0.666666667,1.222222222,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0.333333333,4,A
1602,Bolton,Crystal Palace,0.222222222,-0.666666667,1.333333333,0.5555555560000001,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,-0.222222222,-10,H
1603,Everton,Southampton,0.222222222,-0.5555555560000001,1.7777777780000001,0.5555555560000001,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0.5555555560000001,5,H
1604,Fulham,Liverpool,-0.5555555560000001,0.666666667,0.8888888890000001,1.4444444440000002,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,-0.222222222,5,A
1605,Man City,Chelsea,0.111111111,0.7777777779999999,0.8888888890000001,2.222222222,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,-0.333333333,14,H
1606,West Brom,Norwich,-0.5555555560000001,-0.7777777779999999,0.7777777779999999,0.5555555560000001,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0.222222222,0,D
1607,Charlton,Newcastle,-0.666666667,0.333333333,1.222222222,1.333333333,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,-0.333333333,2,D
1608,Portsmouth,Tottenham,0.111111111,0.222222222,1.222222222,1.4444444440000002,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0.0,-2,H
1609,Aston Villa,Fulham,0.111111111,-0.5555555560000001,1.222222222,0.8888888890000001,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,-0.111111111,-3,H
1610,Chelsea,Blackburn,0.6,-1.1,2.0,0.6,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0.5,-13,H
1611,Crystal Palace,West Brom,-0.7,-0.5,0.5,0.8,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0.0,0,H
1612,Liverpool,Charlton,0.8,-0.6,1.6,1.2,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0.2,-3,H
1613,Norwich,Everton,-0.7,0.3,0.6,1.9,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,-0.4,1,A
1614,Tottenham,Bolton,0.1,0.3,1.3,1.5,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,-0.1,7,A
1615,Man United,Arsenal,0.2,2.1,1.4,2.5,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,-0.4,2,H
1616,Middlesbrough,Portsmouth,0.4,0.1,1.4,1.2,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,-0.1,-2,D
1617,Newcastle,Man City,0.3,0.2,1.3,1.1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0.1,-11,H
1618,Southampton,Birmingham,-0.6,-0.2,0.5,0.8,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,-0.2,2,D
1619,Arsenal,Southampton,2.1,-0.6,2.5,0.5,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0.8,-11,D
1620,Birmingham,Crystal Palace,-0.181818182,-0.363636364,0.818181818,0.727272727,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,-0.272727273,-8,A
1621,Blackburn,Liverpool,-1.363636364,0.727272727,0.545454545,1.545454545,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,-0.545454545,11,D
1622,Charlton,Middlesbrough,-0.727272727,0.363636364,1.0909090909999999,1.363636364,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,-0.363636364,-4,A
1623,Everton,Aston Villa,0.363636364,0.090909091,2.0,1.2727272729999999,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0.181818182,11,D
1624,Fulham,Tottenham,-0.818181818,0.0,0.727272727,1.181818182,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,-0.272727273,-6,H
1625,Portsmouth,Man United,0.272727273,0.363636364,1.363636364,1.545454545,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0.181818182,10,H
1626,West Brom,Chelsea,-0.727272727,0.9090909090000001,0.727272727,2.090909091,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,-0.181818182,16,A
1627,Bolton,Newcastle,0.363636364,0.363636364,1.636363636,1.454545455,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0.090909091,3,H
1628,Man City,Norwich,0.090909091,-0.727272727,1.0,0.545454545,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0.181818182,-2,D
1629,Aston Villa,Portsmouth,0.090909091,0.272727273,1.2727272729999999,1.363636364,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,-0.272727273,-7,H
1630,Chelsea,Everton,1.083333333,0.333333333,2.166666667,1.9166666669999999,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,-0.083333333,-15,H
1631,Crystal Palace,Arsenal,-0.25,1.5833333330000001,0.916666667,2.166666667,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0.166666667,17,D
1632,Liverpool,Birmingham,0.583333333,-0.25,1.4166666669999999,0.75,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0.166666667,-6,A
1633,Norwich,Blackburn,-0.666666667,-1.25,0.583333333,0.583333333,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0.083333333,3,D
1634,Southampton,West Brom,-0.5,-0.916666667,0.583333333,0.666666667,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0.083333333,-6,D
1635,Tottenham,Charlton,-0.166666667,-0.75,1.083333333,1.0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,-0.083333333,8,A
1636,Man United,Man City,0.166666667,0.083333333,1.4166666669999999,1.0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0.0,-13,D
1637,Middlesbrough,Bolton,0.41666666700000005,0.41666666700000005,1.5,1.75,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,-0.166666667,3,D
1638,Newcastle,Fulham,0.25,-0.583333333,1.333333333,0.916666667,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0.083333333,-4,A
