,HomeTeam,AwayTeam,HTGD,ATGD,HTP,ATP,HM1_D,HM1_L,HM1_W,HM2_D,HM2_L,HM2_W,HM3_D,HM3_L,HM3_W,AM1_D,AM1_L,AM1_W,AM2_D,AM2_L,AM2_W,AM3_D,AM3_L,AM3_W,DiffFormPts,DiffLP,FTR
5471,Burnley,Southampton,-0.875,0.8125,0.75,1.625,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0.125,10,H
5472,Chelsea,Hull,1.3125,-0.375,2.25,0.8125,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0.125,-13,H
5473,Crystal Palace,Stoke,-0.3125,-0.1875,0.875,1.125,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,-0.0625,2,D
5474,Leicester,Man City,-0.6875,1.125,0.625,2.0625,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,-0.5625,17,A
5475,Sunderland,West Ham,-0.625,0.5,0.9375,1.6875,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,-0.4375,1,D
5476,West Brom,Aston Villa,-0.375,-0.5625,0.875,1.1875,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,-0.375,2,H
5477,Man United,Liverpool,0.5625,0.0,1.75,1.3125,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0.125,5,H
5478,Swansea,Tottenham,0.1875,-0.1875,1.375,1.3125,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0.0,6,A
5479,Everton,QPR,0.0625,-0.6875,1.125,0.875,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,-0.3125,-13,H
5480,Aston Villa,Man United,-0.588235294,0.705882353,1.117647059,1.8235294119999998,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,-0.176470588,8,D
5481,Hull,Swansea,-0.470588235,0.117647059,0.764705882,1.294117647,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,-0.058823529000000006,4,A
5482,Man City,Crystal Palace,1.117647059,-0.294117647,2.1176470590000003,0.882352941,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0.41176470600000004,-10,H
5483,QPR,West Brom,-0.764705882,-0.294117647,0.8235294120000001,1.0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,-0.058823529000000006,1,H
5484,Southampton,Everton,0.705882353,0.176470588,1.529411765,1.2352941179999999,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,-0.235294118,3,H
5485,Tottenham,Burnley,-0.117647059,-0.764705882,1.411764706,0.882352941,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0.0,-12,H
5486,West Ham,Leicester,0.470588235,-0.705882353,1.6470588240000001,0.588235294,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0.41176470600000004,-5,H
5487,Liverpool,Arsenal,-0.176470588,0.529411765,1.2352941179999999,1.529411765,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,-0.117647059,-2,D
5488,Newcastle,Sunderland,-0.235294118,-0.588235294,1.3529411759999999,0.9411764709999999,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0.117647059,-4,A
5489,Stoke,Chelsea,-0.176470588,1.3529411759999999,1.117647059,2.2941176469999998,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,-0.117647059,6,A
5490,Arsenal,QPR,0.5,-0.666666667,1.5,0.944444444,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,-0.111111111,-14,H
5491,Burnley,Liverpool,-0.7777777779999999,-0.166666667,0.833333333,1.222222222,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0.055555556,16,A
5492,Chelsea,West Ham,1.388888889,0.5555555560000001,2.333333333,1.7222222219999999,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,-0.055555556,-10,H
5493,Crystal Palace,Southampton,-0.444444444,0.833333333,0.833333333,1.611111111,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,-0.055555556,3,A
5494,Everton,Stoke,0.0,-0.27777777800000003,1.166666667,1.0555555559999998,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,-0.055555556,-4,A
5495,Leicester,Tottenham,-0.7777777779999999,-0.055555556,0.5555555560000001,1.5,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,-0.38888888899999996,12,A
5496,Man United,Newcastle,0.666666667,-0.27777777800000003,1.7777777780000001,1.277777778,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0.222222222,-3,H
5497,Sunderland,Hull,-0.5,-0.5,1.0555555559999998,0.7222222220000001,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0.222222222,-2,A
5498,Swansea,Aston Villa,0.166666667,-0.5555555560000001,1.388888889,1.111111111,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,-0.055555556,-3,H
5499,West Brom,Man City,-0.333333333,1.222222222,0.944444444,2.166666667,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,-0.27777777800000003,16,A
5500,Aston Villa,Sunderland,-0.578947368,-0.578947368,1.052631579,1.0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,-0.15789473699999998,1,D
5501,Hull,Leicester,-0.36842105299999994,-0.7894736840000001,0.842105263,0.526315789,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0.15789473699999998,-2,A
5502,Man City,Burnley,1.263157895,-0.7894736840000001,2.210526316,0.7894736840000001,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0.31578947399999996,-17,D
5503,Newcastle,Everton,-0.36842105299999994,-0.052631579000000005,1.210526316,1.105263158,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,-0.15789473699999998,5,H
5504,QPR,Crystal Palace,-0.684210526,-0.526315789,0.894736842,0.7894736840000001,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0.10526315800000001,7,D
5505,Southampton,Chelsea,0.894736842,1.4210526319999999,1.684210526,2.368421053,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,-0.15789473699999998,5,D
5506,Stoke,West Brom,-0.21052631600000002,-0.42105263200000004,1.1578947370000001,0.894736842,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0.052631579000000005,-8,H
5507,Tottenham,Man United,0.0,0.736842105,1.5789473680000001,1.842105263,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0.10526315800000001,-1,D
5508,West Ham,Arsenal,0.42105263200000004,0.526315789,1.631578947,1.5789473680000001,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,-0.15789473699999998,9,A
5509,Liverpool,Swansea,-0.10526315800000001,0.21052631600000002,1.315789474,1.473684211,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,-0.10526315800000001,-10,H
5510,Aston Villa,Crystal Palace,-0.55,-0.5,1.05,0.8,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0.05,4,D
5511,Hull,Everton,-0.4,-0.1,0.8,1.05,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0.15,11,H
5512,Liverpool,Leicester,0.05,-0.7,1.4,0.65,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0.2,-16,D
5513,Man City,Sunderland,1.2,-0.55,2.15,1.0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0.15,-13,H
5514,Newcastle,Burnley,-0.3,-0.75,1.3,0.8,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0.1,-8,D
5515,QPR,Swansea,-0.65,0.05,0.9,1.4,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,-0.1,6,D
5516,Southampton,Arsenal,0.85,0.55,1.65,1.65,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0.0,4,H
5517,Stoke,Man United,-0.1,0.7,1.25,1.8,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0.05,2,D
5518,Tottenham,Chelsea,0.0,1.35,1.55,2.3,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0.0,3,H
5519,West Ham,West Brom,0.35,-0.5,1.55,0.85,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0.15,-4,D
5520,Burnley,QPR,-0.7142857140000001,-0.6190476189999999,0.80952381,0.904761905,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0.0,0,H
5521,Chelsea,Newcastle,1.19047619,-0.28571428600000004,2.19047619,1.285714286,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0.0,-7,H
5522,Crystal Palace,Tottenham,-0.47619047600000003,0.095238095,0.80952381,1.619047619,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,-0.23809523800000001,5,H
5523,Everton,Man City,-0.19047619,1.19047619,1.0,2.19047619,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,-0.333333333,4,D
5524,Leicester,Aston Villa,-0.666666667,-0.523809524,0.666666667,1.047619048,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0.095238095,3,H
5525,Sunderland,Liverpool,-0.571428571,0.047619048,0.9523809520000001,1.380952381,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,-0.28571428600000004,12,A
5526,Swansea,West Ham,0.047619048,0.333333333,1.380952381,1.523809524,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0.14285714300000002,-1,D
5527,West Brom,Hull,-0.47619047600000003,-0.28571428600000004,0.857142857,0.904761905,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,-0.23809523800000001,1,H
5528,Arsenal,Stoke,0.428571429,-0.095238095,1.571428571,1.2380952379999999,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,-0.047619048,-5,H
5529,Man United,Southampton,0.666666667,0.904761905,1.761904762,1.714285714,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,-0.095238095,-1,A
5530,Aston Villa,Liverpool,-0.545454545,0.090909091,1.0,1.454545455,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,-0.22727272699999998,13,A
5531,Burnley,Crystal Palace,-0.636363636,-0.409090909,0.9090909090000001,0.9090909090000001,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0.0,7,A
5532,Leicester,Stoke,-0.590909091,-0.22727272699999998,0.772727273,1.181818182,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0.13636363599999998,9,A
5533,Newcastle,Southampton,-0.363636364,0.9090909090000001,1.2272727270000001,1.772727273,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,-0.13636363599999998,2,A
5534,QPR,Man United,-0.636363636,0.590909091,0.8636363640000001,1.6818181819999998,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0.0,11,A
5535,Swansea,Chelsea,0.045454545,1.2272727270000001,1.363636364,2.227272727,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,-0.090909091,9,A
5536,Tottenham,Sunderland,0.045454545,-0.590909091,1.545454545,0.9090909090000001,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0.13636363599999998,-8,H
5537,Man City,Arsenal,1.136363636,0.545454545,2.136363636,1.636363636,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,-0.045454545,-3,A
5538,West Ham,Hull,0.318181818,-0.318181818,1.5,0.8636363640000001,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,-0.045454545,-3,H
5539,Everton,West Brom,-0.181818182,-0.409090909,1.0,0.954545455,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,-0.13636363599999998,-12,D
5540,Chelsea,Man City,1.391304348,1.0,2.260869565,2.0434782609999997,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0.086956522,2,D
5541,Crystal Palace,Everton,-0.347826087,-0.17391304300000002,1.0,1.0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0.21739130399999998,6,A
5542,Hull,Newcastle,-0.434782609,-0.39130434799999997,0.826086957,1.173913043,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0.086956522,6,A
5543,Liverpool,West Ham,0.17391304300000002,0.434782609,1.52173913,1.565217391,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0.086956522,-11,H
5544,Man United,Leicester,0.6521739129999999,-0.608695652,1.739130435,0.739130435,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0.0,-11,H
5545,Stoke,QPR,-0.17391304300000002,-0.695652174,1.260869565,0.826086957,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0.130434783,-9,H
5546,Sunderland,Burnley,-0.608695652,-0.6521739129999999,0.869565217,0.869565217,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,-0.17391304300000002,-4,H
5547,West Brom,Tottenham,-0.39130434799999997,0.086956522,0.956521739,1.608695652,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,-0.043478261,11,A
5548,Arsenal,Aston Villa,0.608695652,-0.608695652,1.6956521740000001,0.956521739,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0.21739130399999998,-11,H
5549,Southampton,Swansea,0.913043478,-0.17391304300000002,1.8260869569999998,1.3043478259999999,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0.304347826,-4,A
5550,Aston Villa,Chelsea,-0.791666667,1.333333333,0.916666667,2.208333333,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,-0.291666667,12,A
5551,Everton,Liverpool,-0.125,0.25,1.083333333,1.5833333330000001,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,-0.166666667,3,D
5552,Leicester,Crystal Palace,-0.666666667,-0.375,0.708333333,0.958333333,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,-0.125,7,A
5553,Man City,Hull,0.958333333,-0.541666667,2.0,0.791666667,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0.083333333,-15,D
5554,QPR,Southampton,-0.75,0.833333333,0.791666667,1.75,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,-0.25,10,A
5555,Swansea,Sunderland,-0.125,-0.5,1.375,0.958333333,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0.041666667000000004,-2,D
5556,Tottenham,Arsenal,0.208333333,0.791666667,1.6666666669999999,1.75,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,-0.125,2,H
5557,Burnley,West Brom,-0.708333333,-0.5,0.833333333,0.916666667,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,-0.041666667000000004,1,D
5558,Newcastle,Stoke,-0.25,-0.083333333,1.25,1.333333333,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,-0.125,1,D
5559,West Ham,Man United,0.333333333,0.708333333,1.5,1.7916666669999999,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,-0.083333333,6,D
5560,Arsenal,Leicester,0.72,-0.68,1.68,0.68,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0.24,-14,H
5561,Hull,Aston Villa,-0.52,-0.8,0.8,0.88,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0.04,1,H
5562,Liverpool,Tottenham,0.24,0.24,1.56,1.72,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,-0.08,-4,H
5563,Sunderland,QPR,-0.48,-0.76,0.96,0.76,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0.16,-4,A
5564,Chelsea,Everton,1.32,-0.12,2.24,1.08,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0.08,-2,H
5565,Crystal Palace,Newcastle,-0.32,-0.24,1.04,1.24,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0.08,1,D
5566,Man United,Burnley,0.68,-0.68,1.76,0.84,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0.24,-11,H
5567,Southampton,West Ham,0.84,0.32,1.8,1.48,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0.08,-5,D
5568,Stoke,Man City,-0.08,0.92,1.32,1.96,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0.2,8,A
5569,West Brom,Swansea,-0.48,-0.12,0.92,1.36,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,-0.08,5,H
5570,Aston Villa,Stoke,-0.846153846,-0.192307692,0.846153846,1.269230769,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,-0.153846154,6,A
5571,Chelsea,Burnley,1.307692308,-0.7307692309999999,2.269230769,0.807692308,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0.23076923100000002,-15,D
5572,Crystal Palace,Arsenal,-0.307692308,0.7307692309999999,1.038461538,1.730769231,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,-0.076923077,7,A
5573,Hull,QPR,-0.423076923,-0.653846154,0.884615385,0.846153846,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0.038461537999999997,-2,H
5574,Man City,Newcastle,1.0,-0.23076923100000002,2.0,1.230769231,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0.0,-9,H
5575,Sunderland,West Brom,-0.538461538,-0.384615385,0.923076923,1.0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0.0,-3,D
5576,Swansea,Man United,-0.192307692,0.7307692309999999,1.307692308,1.807692308,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,-0.115384615,5,H
5577,Everton,Leicester,-0.153846154,-0.692307692,1.038461538,0.653846154,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0.153846154,-13,D
5578,Southampton,Liverpool,0.807692308,0.269230769,1.769230769,1.615384615,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,-0.115384615,6,A
5579,Tottenham,West Ham,0.192307692,0.307692308,1.653846154,1.4615384619999998,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0.153846154,-7,D
5580,Burnley,Swansea,-0.703703704,-0.148148148,0.814814815,1.37037037,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,-0.074074074,6,A
5581,Man United,Sunderland,0.666666667,-0.518518519,1.740740741,0.9259259259999999,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0.074074074,-7,H
5582,Newcastle,Aston Villa,-0.40740740700000005,-0.851851852,1.185185185,0.814814815,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0.074074074,-5,H
5583,Stoke,Hull,-0.148148148,-0.37037037,1.333333333,0.962962963,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,-0.111111111,-7,H
5584,West Brom,Southampton,-0.37037037,0.703703704,1.0,1.703703704,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0.037037037,9,H
5585,West Ham,Crystal Palace,0.296296296,-0.333333333,1.4444444440000002,1.0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,-0.037037037,2,A
5586,Arsenal,Everton,0.740740741,-0.148148148,1.7777777780000001,1.037037037,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0.148148148,-1,H
5587,Liverpool,Man City,0.333333333,1.148148148,1.6666666669999999,2.0370370369999997,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0.0,1,H
5588,Aston Villa,West Brom,-0.851851852,-0.37037037,0.814814815,1.0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,-0.185185185,-2,H
5589,Hull,Sunderland,-0.37037037,-0.518518519,0.962962963,0.9259259259999999,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0.185185185,2,D
5590,Southampton,Crystal Palace,0.642857143,-0.25,1.642857143,1.071428571,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,-0.107142857,-3,H
5591,Liverpool,Burnley,0.35714285700000004,-0.7142857140000001,1.714285714,0.7857142859999999,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0.28571428600000004,-16,H
5592,Man City,Leicester,1.071428571,-0.7142857140000001,1.964285714,0.642857143,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0.17857142899999998,-17,H
5593,Newcastle,Man United,-0.35714285700000004,0.7142857140000001,1.25,1.785714286,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,-0.071428571,3,A
5594,QPR,Arsenal,-0.6785714290000001,0.7857142859999999,0.7857142859999999,1.821428571,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,-0.214285714,14,A
5595,Stoke,Everton,-0.107142857,-0.214285714,1.392857143,1.0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0.17857142899999998,4,H
5596,Tottenham,Swansea,0.214285714,-0.107142857,1.678571429,1.428571429,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,-0.071428571,-6,H
5597,West Ham,Chelsea,0.214285714,1.25,1.392857143,2.25,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,-0.17857142899999998,10,A
5598,QPR,Tottenham,-0.6785714290000001,0.214285714,0.7857142859999999,1.678571429,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,-0.035714286,12,A
5599,Arsenal,West Ham,0.7857142859999999,0.214285714,1.821428571,1.392857143,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0.25,-9,H
5600,Burnley,Man City,-0.75862069,1.103448276,0.75862069,2.0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,-0.172413793,17,H
5601,Crystal Palace,QPR,-0.275862069,-0.689655172,1.034482759,0.75862069,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0.10344827599999999,-7,H
5602,Leicester,Hull,-0.689655172,-0.379310345,0.655172414,0.931034483,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,-0.068965517,2,D
5603,Sunderland,Aston Villa,-0.551724138,-0.793103448,0.896551724,0.8620689659999999,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,-0.034482759,-1,A
5604,West Brom,Stoke,-0.344827586,-0.034482759,1.034482759,1.4482758619999998,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,-0.172413793,8,H
5605,Chelsea,Southampton,1.2068965520000001,0.655172414,2.206896552,1.689655172,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0.068965517,-5,D
5606,Everton,Newcastle,-0.275862069,-0.379310345,0.9655172409999999,1.2068965520000001,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,-0.068965517,-5,H
5607,Man United,Tottenham,0.7241379309999999,0.24137931,1.827586207,1.724137931,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,-0.034482759,1,H
5608,Swansea,Liverpool,-0.137931034,0.413793103,1.379310345,1.75862069,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,-0.10344827599999999,10,A
5609,Aston Villa,Swansea,-0.793103448,-0.137931034,0.8620689659999999,1.379310345,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,-0.10344827599999999,3,A
5610,Man City,West Brom,1.033333333,-0.3,1.9333333330000002,1.1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,-0.1,-16,H
5611,Newcastle,Arsenal,-0.46666666700000003,0.8666666670000001,1.166666667,1.9,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,-0.2,6,A
5612,Southampton,Burnley,0.6333333329999999,-0.7,1.6666666669999999,0.833333333,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0.033333333,-10,H
5613,Stoke,Crystal Palace,-0.066666667,-0.2,1.4,1.1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0.0,-2,A
5614,Tottenham,Leicester,0.133333333,-0.7,1.6666666669999999,0.6333333329999999,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0.166666667,-12,H
5615,West Ham,Sunderland,0.066666667,-0.666666667,1.3,0.8666666670000001,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,-0.033333333,-1,H
5616,Hull,Chelsea,-0.36666666700000006,1.2,0.933333333,2.233333333,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,-0.166666667,13,A
5617,Liverpool,Man United,0.433333333,0.8,1.8,1.8666666669999998,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0.0,-5,A
5618,QPR,Everton,-0.7333333329999999,-0.166666667,0.7333333329999999,1.033333333,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,-0.1,13,A
5619,Arsenal,Liverpool,0.8666666670000001,0.433333333,1.9,1.8,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0.0,2,H
5620,Chelsea,Stoke,1.193548387,-0.09677419400000001,2.258064516,1.35483871,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0.129032258,-6,H
5621,Everton,Southampton,-0.129032258,0.677419355,1.096774194,1.7096774190000001,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,-0.032258065,-3,H
5622,Leicester,West Ham,-0.64516129,0.09677419400000001,0.709677419,1.35483871,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0.032258065,5,H
5623,Man United,Aston Villa,0.806451613,-0.64516129,1.903225806,0.9032258059999999,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0.09677419400000001,-8,H
5624,Swansea,Hull,-0.129032258,-0.387096774,1.387096774,0.9032258059999999,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0.032258065,-4,H
5625,West Brom,QPR,-0.387096774,-0.7419354840000001,1.064516129,0.709677419,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0.09677419400000001,-1,A
5626,Burnley,Tottenham,-0.7419354840000001,0.161290323,0.806451613,1.7096774190000001,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,-0.09677419400000001,12,D
5627,Sunderland,Newcastle,-0.677419355,-0.48387096799999996,0.838709677,1.129032258,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0.032258065,4,H
5628,Crystal Palace,Man City,-0.161290323,1.096774194,1.161290323,1.967741935,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0.0,10,H
5629,Aston Villa,QPR,-0.64516129,-0.7419354840000001,0.9032258059999999,0.709677419,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0.193548387,-3,D
5630,Burnley,Arsenal,-0.71875,0.9375,0.8125,1.96875,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,-0.15625,14,A
