,HomeTeam,AwayTeam,FTHG,FTAG,FTR,AHTGS,AATGS,AHTGC,AATGC,HTP,ATP,HM1,HM2,HM3,AM1,AM2,AM3,HomeTeamLP,AwayTeamLP,MW,DiffLP,HTGD,ATGD,HTFormPtsStr,ATFormPtsStr,HTFormPts,ATFormPts,DiffFormPts
6010,West Ham,Crystal Palace,2,2,D,49,34,37,42,1.59375,1.0625,D,D,W,D,L,L,12,10,32,2,0.375,-0.25,DDW,DLL,5,1,0.125
6011,Leicester,Southampton,1,0,H,54,41,31,32,2.0625,1.46875,W,W,W,W,W,D,14,7,32,7,0.71875,0.28125,WWW,WWD,9,7,0.0625
6012,Man United,Everton,1,0,H,39,52,27,43,1.65625,1.21875,W,W,L,D,L,L,4,11,32,-7,0.375,0.28125,WWL,DLL,6,1,0.15625
6013,Aston Villa,Bournemouth,1,2,A,22,38,58,50,0.5,1.1875,L,L,L,L,W,W,17,18,32,-1,-1.125,-0.375,LLL,LWW,0,6,-0.1875
6014,Crystal Palace,Norwich,1,0,H,34,32,42,54,1.0625,0.875,D,L,L,W,D,L,10,18,32,-8,-0.25,-0.6875,DLL,WDL,1,4,-0.09375
6015,Man City,West Brom,2,1,H,56,30,32,37,1.6875,1.25,W,L,D,D,L,W,2,13,32,-11,0.75,-0.21875,WLD,DLW,4,4,0
6016,Southampton,Newcastle,3,1,H,41,31,32,58,1.46875,0.78125,W,W,D,L,D,L,7,15,32,-8,0.28125,-0.84375,WWD,LDL,7,1,0.1875
6017,Swansea,Chelsea,1,0,H,31,49,40,41,1.125,1.375,W,L,W,W,D,D,8,1,32,7,-0.28125,0.25,WLW,WDD,6,5,0.03125
6018,Watford,Everton,1,1,D,30,52,36,43,1.15625,1.21875,L,L,L,D,L,L,18,11,32,7,-0.1875,0.28125,LLL,DLL,0,1,-0.03125
6019,West Ham,Arsenal,3,3,D,49,52,37,30,1.59375,1.8125,D,D,W,W,W,D,12,3,32,9,0.375,0.6875,DDW,WWD,5,7,-0.0625
6020,Liverpool,Stoke,4,1,H,52,36,43,39,1.545454545,1.424242424,W,W,D,D,W,L,6,9,33,-3,0.272727273,-0.090909091,WWD,DWL,7,4,0.090909091
6021,Sunderland,Leicester,0,2,A,36,55,57,31,0.818181818,2.090909091,L,D,D,W,W,W,16,14,33,2,-0.636363636,0.727272727,LDD,WWW,2,9,-0.212121212
6022,Tottenham,Man United,3,0,H,57,39,25,30,1.878787879,1.606060606,D,W,W,L,W,W,5,4,33,1,0.96969697,0.272727273,DWW,LWW,7,6,0.03030303
6023,Crystal Palace,Everton,0,0,D,35,52,42,43,1.121212121,1.212121212,W,D,L,D,D,L,10,11,33,-1,-0.212121212,0.272727273,WDL,DDL,4,2,0.060606061
6024,Chelsea,Man City,0,3,A,49,58,42,33,1.333333333,1.727272727,L,W,D,W,W,L,1,2,33,-1,0.212121212,0.757575758,LWD,WWL,4,6,-0.060606061
6025,Everton,Southampton,1,1,D,52,41,43,33,1.212121212,1.424242424,D,D,L,L,W,W,11,7,33,4,0.272727273,0.242424242,DDL,LWW,2,6,-0.121212121
6026,Man United,Aston Villa,1,0,H,39,22,30,62,1.606060606,0.484848485,L,W,W,L,L,L,4,17,33,-13,0.272727273,-1.212121212,LWW,LLL,6,0,0.181818182
6027,Newcastle,Swansea,3,0,H,32,33,61,42,0.757575758,1.121212121,L,L,D,D,W,L,15,8,33,7,-0.878787879,-0.272727273,LLD,DWL,1,4,-0.090909091
6028,Norwich,Sunderland,0,3,A,35,36,56,57,0.939393939,0.818181818,W,W,D,L,D,D,18,16,33,2,-0.636363636,-0.636363636,WWD,LDD,7,2,0.151515152
6029,West Brom,Watford,0,1,A,31,31,39,37,1.212121212,1.151515152,L,D,L,D,L,L,13,18,33,-5,-0.242424242,-0.181818182,LDL,DLL,1,1,0
6030,Arsenal,Crystal Palace,1,1,D,56,35,34,42,1.764705882,1.117647059,D,D,W,D,W,D,3,10,34,-7,0.647058824,-0.205882353,DDW,DWD,5,5,0
6031,Bournemouth,Liverpool,1,2,A,40,56,55,43,1.205882353,1.588235294,W,L,L,W,W,W,18,6,34,12,-0.441176471,0.382352941,WLL,WWW,3,9,-0.176470588
6032,Leicester,West Ham,2,2,D,57,54,31,42,2.117647059,1.558823529,W,W,W,D,D,D,14,12,34,2,0.764705882,0.352941176,WWW,DDD,9,3,0.176470588
6033,Stoke,Tottenham,0,4,A,37,60,43,25,1.382352941,1.911764706,L,D,W,W,D,W,9,5,34,4,-0.176470588,1.029411765,LDW,WDW,4,7,-0.088235294
6034,Newcastle,Man City,1,1,D,35,61,61,33,0.823529412,1.764705882,W,L,L,W,W,W,15,2,34,13,-0.764705882,0.823529412,WLL,WWW,3,9,-0.176470588
6035,Liverpool,Everton,4,0,H,56,53,43,44,1.588235294,1.205882353,W,W,W,D,D,D,6,11,34,-5,0.382352941,0.264705882,WWW,DDD,9,3,0.176470588
6036,Man United,Crystal Palace,2,0,H,40,35,30,42,1.647058824,1.117647059,W,L,W,D,W,D,4,10,34,-6,0.294117647,-0.205882353,WLW,DWD,6,5,0.029411765
6037,West Ham,Watford,3,1,H,54,32,42,37,1.558823529,1.205882353,D,D,D,W,D,L,12,18,34,-6,0.352941176,-0.147058824,DDD,WDL,3,4,-0.029411765
6038,Arsenal,West Brom,2,0,H,56,31,34,40,1.764705882,1.176470588,D,D,W,L,L,D,3,13,34,-10,0.647058824,-0.264705882,DDW,LLD,5,1,0.117647059
6039,Aston Villa,Southampton,2,4,A,23,44,64,34,0.470588235,1.470588235,L,L,L,W,L,W,17,7,34,10,-1.205882353,0.294117647,LLL,WLW,0,6,-0.176470588
6040,Bournemouth,Chelsea,1,4,A,41,53,57,46,1.171428571,1.342857143,L,W,L,W,L,L,18,1,35,17,-0.457142857,0.2,LWL,WLL,3,3,0
6041,Liverpool,Newcastle,2,2,D,58,36,45,62,1.571428571,0.828571429,D,W,W,D,W,L,6,15,35,-9,0.371428571,-0.742857143,DWW,DWL,7,4,0.085714286
6042,Man City,Stoke,4,0,H,62,37,34,47,1.742857143,1.342857143,D,W,W,L,L,D,2,9,35,-7,0.8,-0.285714286,DWW,LLD,7,1,0.171428571
6043,Leicester,Swansea,4,0,H,59,34,33,45,2.085714286,1.142857143,D,W,W,L,W,D,14,8,35,6,0.742857143,-0.314285714,DWW,LWD,7,4,0.085714286
6044,Sunderland,Arsenal,0,0,D,39,58,57,34,0.885714286,1.8,D,W,L,W,D,D,16,3,35,13,-0.514285714,0.685714286,DWL,WDD,4,5,-0.028571429
6045,Tottenham,West Brom,1,1,D,64,31,25,42,1.942857143,1.142857143,W,W,D,L,L,L,5,13,35,-8,1.114285714,-0.314285714,WWD,LLL,7,0,0.2
6046,Arsenal,Norwich,1,0,H,58,35,34,60,1.8,0.885714286,W,D,D,L,L,W,3,18,35,-15,0.685714286,-0.714285714,WDD,LLW,5,3,0.057142857
6047,Everton,Bournemouth,2,1,H,53,41,48,57,1.171428571,1.171428571,L,D,D,L,W,L,11,18,35,-7,0.142857143,-0.457142857,LDD,LWL,2,3,-0.028571429
6048,Newcastle,Crystal Palace,1,0,H,36,36,62,43,0.828571429,1.114285714,D,W,L,D,D,W,15,10,35,5,-0.742857143,-0.2,DWL,DDW,4,5,-0.028571429
6049,Stoke,Sunderland,1,1,D,37,39,47,57,1.342857143,0.885714286,L,L,D,D,W,L,9,16,35,-7,-0.285714286,-0.514285714,LLD,DWL,1,4,-0.085714286
6050,Watford,Aston Villa,3,2,H,36,25,42,69,1.222222222,0.444444444,W,L,W,L,L,L,18,17,36,1,-0.166666667,-1.222222222,WLW,LLL,6,0,0.166666667
6051,West Brom,West Ham,0,3,A,32,60,43,43,1.138888889,1.638888889,D,L,L,W,W,D,13,12,36,1,-0.305555556,0.472222222,DLL,WWD,1,7,-0.166666667
6052,Man United,Leicester,1,1,D,43,63,31,33,1.666666667,2.111111111,D,W,W,W,D,W,4,14,36,-10,0.333333333,0.833333333,DWW,WDW,7,7,0
6053,Southampton,Man City,4,2,H,49,66,37,34,1.5,1.777777778,W,D,W,W,D,W,7,2,36,5,0.333333333,0.888888889,WDW,WDW,7,7,0
6054,Swansea,Liverpool,3,1,H,34,59,49,48,1.111111111,1.527777778,L,L,W,L,D,W,8,6,36,2,-0.416666667,0.305555556,LLW,LDW,3,4,-0.027777778
6055,Chelsea,Tottenham,2,2,D,55,65,48,26,1.333333333,1.916666667,D,W,L,D,W,W,1,5,36,-4,0.194444444,1.083333333,DWL,DWW,4,7,-0.083333333
6056,Aston Villa,Newcastle,0,0,D,25,38,69,64,0.444444444,0.833333333,L,L,L,D,D,W,17,15,36,2,-1.222222222,-0.722222222,LLL,DDW,0,5,-0.138888889
6057,Bournemouth,West Brom,1,1,D,42,32,61,43,1.138888889,1.138888889,L,L,W,D,L,L,18,13,36,5,-0.527777778,-0.305555556,LLW,DLL,3,1,0.055555556
6058,Crystal Palace,Stoke,2,1,H,36,37,45,51,1.083333333,1.305555556,L,D,D,L,L,L,10,9,36,1,-0.25,-0.388888889,LDD,LLL,2,0,0.055555556
6059,Leicester,Everton,3,1,H,63,55,33,49,2.111111111,1.222222222,W,D,W,W,L,D,14,11,36,3,0.833333333,0.166666667,WDW,WLD,7,4,0.083333333
6060,Norwich,Man United,0,1,A,35,44,62,31,0.837837838,1.702702703,L,L,L,W,D,W,18,4,37,14,-0.72972973,0.351351351,LLL,WDW,0,7,-0.189189189
6061,Sunderland,Chelsea,3,2,H,43,57,60,51,0.945945946,1.297297297,W,D,D,L,D,W,16,1,37,15,-0.459459459,0.162162162,WDD,LDW,5,4,0.027027027
6062,West Ham,Swansea,1,4,A,61,37,47,50,1.594594595,1.162162162,L,W,W,W,L,L,12,8,37,4,0.378378378,-0.351351351,LWW,WLL,6,3,0.081081081
6063,Liverpool,Watford,2,0,H,61,36,48,44,1.567567568,1.189189189,W,L,D,L,W,L,6,18,37,-12,0.351351351,-0.216216216,WLD,LWL,4,3,0.027027027
6064,Man City,Arsenal,2,2,D,68,59,38,34,1.72972973,1.810810811,L,W,D,W,D,W,2,3,37,-1,0.810810811,0.675675676,LWD,WDW,4,7,-0.081081081
6065,Tottenham,Southampton,1,2,A,67,53,28,39,1.891891892,1.540540541,D,D,W,W,W,D,5,7,37,-2,1.054054054,0.378378378,DDW,WWD,5,7,-0.054054054
6066,West Ham,Man United,3,2,H,61,44,47,31,1.594594595,1.702702703,L,W,W,W,D,W,12,4,37,8,0.378378378,0.351351351,LWW,WDW,6,7,-0.027027027
6067,Liverpool,Chelsea,1,1,D,61,57,48,51,1.567567568,1.297297297,W,L,D,L,D,W,6,1,37,5,0.351351351,0.162162162,WLD,LDW,4,4,0
6068,Norwich,Watford,4,2,H,35,36,62,44,0.837837838,1.189189189,L,L,L,L,W,L,18,18,37,0,-0.72972973,-0.216216216,LLL,LWL,0,3,-0.081081081
6069,Sunderland,Everton,3,0,H,43,56,60,52,0.945945946,1.189189189,W,D,D,L,W,L,16,11,37,5,-0.459459459,0.108108108,WDD,LWL,5,3,0.054054054
6070,Arsenal,Aston Villa,4,0,H,61,27,36,72,1.789473684,0.447368421,D,W,D,D,L,L,3,17,38,-14,0.657894737,-1.184210526,DWD,DLL,5,1,0.105263158
6071,Chelsea,Leicester,1,1,D,58,67,52,35,1.289473684,2.105263158,D,L,D,W,D,W,1,14,38,-13,0.157894737,0.842105263,DLD,WDW,2,7,-0.131578947
6072,Everton,Norwich,3,0,H,56,39,55,64,1.157894737,0.894736842,L,L,W,W,L,L,11,18,38,-7,0.026315789,-0.657894737,LLW,WLL,3,3,0
6073,Newcastle,Tottenham,5,1,H,39,68,64,30,0.894736842,1.842105263,D,W,D,L,D,D,15,5,38,10,-0.657894737,1,DWD,LDD,5,2,0.078947368
6074,Southampton,Crystal Palace,4,1,H,55,38,40,47,1.578947368,1.105263158,W,W,W,W,L,L,7,10,38,-3,0.394736842,-0.236842105,WWW,WLL,9,3,0.157894737
6075,Stoke,West Ham,2,1,H,39,64,54,49,1.263157895,1.631578947,L,D,L,W,L,W,9,12,38,-3,-0.394736842,0.394736842,LDL,WLW,1,6,-0.131578947
6076,Swansea,Man City,1,1,D,41,70,51,40,1.210526316,1.710526316,W,W,L,D,L,W,8,2,38,6,-0.263157895,0.789473684,WWL,DLW,6,4,0.052631579
6077,Watford,Sunderland,2,2,D,38,46,48,60,1.157894737,1,L,L,W,W,W,D,18,16,38,2,-0.263157895,-0.368421053,LLW,WWD,3,7,-0.105263158
6078,West Brom,Liverpool,1,1,D,33,62,47,49,1.105263158,1.552631579,D,L,D,D,W,L,13,6,38,7,-0.368421053,0.342105263,DLD,DWL,2,4,-0.052631579
6079,Man United,Bournemouth,3,1,H,46,44,34,64,1.657894737,1.105263158,L,W,D,D,L,L,4,18,38,-14,0.315789474,-0.526315789,LWD,DLL,4,1,0.078947368
6080,Burnley,Swansea,0,1,A,0,0,0,0,0,0,M,M,M,M,M,M,18,12,1,6,0,0,MMM,MMM,0,0,0
6081,Crystal Palace,West Brom,0,1,A,0,0,0,0,0,0,M,M,M,M,M,M,15,14,1,1,0,0,MMM,MMM,0,0,0
6082,Everton,Tottenham,1,1,D,0,0,0,0,0,0,M,M,M,M,M,M,11,3,1,8,0,0,MMM,MMM,0,0,0
6083,Hull,Leicester,2,1,H,0,0,0,0,0,0,M,M,M,M,M,M,18,1,1,17,0,0,MMM,MMM,0,0,0
6084,Man City,Sunderland,2,1,H,0,0,0,0,0,0,M,M,M,M,M,M,4,17,1,-13,0,0,MMM,MMM,0,0,0
6085,Middlesbrough,Stoke,1,1,D,0,0,0,0,0,0,M,M,M,M,M,M,18,9,1,9,0,0,MMM,MMM,0,0,0
6086,Southampton,Watford,1,1,D,0,0,0,0,0,0,M,M,M,M,M,M,6,13,1,-7,0,0,MMM,MMM,0,0,0
6087,Arsenal,Liverpool,3,4,A,0,0,0,0,0,0,M,M,M,M,M,M,2,8,1,-6,0,0,MMM,MMM,0,0,0
6088,Bournemouth,Man United,1,3,A,0,0,0,0,0,0,M,M,M,M,M,M,16,5,1,11,0,0,MMM,MMM,0,0,0
6089,Chelsea,West Ham,2,1,H,0,0,0,0,0,0,M,M,M,M,M,M,10,7,1,3,0,0,MMM,MMM,0,0,0
6090,Man United,Southampton,2,0,H,3,1,1,1,1.5,0.5,W,M,M,D,M,M,5,6,2,-1,1,0,WMM,DMM,3,1,1
6091,Burnley,Liverpool,2,0,H,0,4,1,3,0,1.5,L,M,M,W,M,M,18,8,2,10,-0.5,0.5,LMM,WMM,0,3,-1.5
6092,Leicester,Arsenal,0,0,D,1,3,2,4,0,0,L,M,M,L,M,M,1,2,2,-1,-0.5,-0.5,LMM,LMM,0,0,0
6093,Stoke,Man City,1,4,A,1,2,1,1,0.5,1.5,D,M,M,W,M,M,9,4,2,5,0,0.5,DMM,WMM,1,3,-1
6094,Swansea,Hull,0,2,A,1,2,0,1,1.5,1.5,W,M,M,W,M,M,12,18,2,-6,0.5,0.5,WMM,WMM,3,3,0
6095,Tottenham,Crystal Palace,1,0,H,1,0,1,1,0.5,0,D,M,M,L,M,M,3,15,2,-12,0,-0.5,DMM,LMM,1,0,0.5
6096,Watford,Chelsea,1,2,A,1,2,1,1,0.5,1.5,D,M,M,W,M,M,13,10,2,3,0,0.5,DMM,WMM,1,3,-1
6097,West Brom,Everton,1,2,A,1,1,0,1,1.5,0.5,W,M,M,D,M,M,14,11,2,3,0.5,0,WMM,DMM,3,1,1
6098,Sunderland,Middlesbrough,1,2,A,1,1,2,1,0,0.5,L,M,M,D,M,M,17,18,2,-1,-0.5,0,LMM,DMM,0,1,-0.5
6099,West Ham,Bournemouth,1,0,H,1,1,2,3,0,0,L,M,M,L,M,M,7,16,2,-9,-0.5,-1,LMM,LMM,0,0,0
6100,Chelsea,Burnley,3,0,H,4,2,2,1,2,1,W,W,M,W,L,M,10,18,3,-8,0.666666667,0.333333333,WWM,WLM,6,3,1
6101,Crystal Palace,Bournemouth,1,1,D,0,1,2,4,0,0,L,L,M,L,L,M,15,16,3,-1,-0.666666667,-1,LLM,LLM,0,0,0
6102,Everton,Stoke,1,0,H,3,2,2,5,1.333333333,0.333333333,W,D,M,L,D,M,11,9,3,2,0.333333333,-1,WDM,LDM,4,1,1
6103,Hull,Man United,0,1,A,4,5,1,1,2,2,W,W,M,W,W,M,18,5,3,13,1,1.333333333,WWM,WWM,6,6,0
6104,Leicester,Swansea,2,1,H,1,1,2,2,0.333333333,1,D,L,M,L,W,M,1,12,3,-11,-0.333333333,-0.333333333,DLM,LWM,1,3,-0.666666667
6105,Southampton,Sunderland,1,1,D,1,2,3,4,0.333333333,0,L,D,M,L,L,M,6,17,3,-11,-0.666666667,-0.666666667,LDM,LLM,1,0,0.333333333
6106,Tottenham,Liverpool,1,1,D,2,4,1,5,1.333333333,1,W,D,M,L,W,M,3,8,3,-5,0.333333333,-0.333333333,WDM,LWM,4,3,0.333333333
6107,Watford,Arsenal,1,3,A,2,3,3,4,0.333333333,0.333333333,L,D,M,D,L,M,13,2,3,11,-0.333333333,-0.333333333,LDM,DLM,1,1,0
6108,Man City,West Ham,3,1,H,6,2,2,2,2,1,W,W,M,W,L,M,4,7,3,-3,1.333333333,0,WWM,WLM,6,3,1
6109,West Brom,Middlesbrough,0,0,D,2,3,2,2,1,1.333333333,L,W,M,W,D,M,14,18,3,-4,0,0.333333333,LWM,WDM,3,4,-0.333333333
6110,Arsenal,Southampton,2,1,H,6,2,5,4,1,0.5,W,D,L,D,L,D,2,6,4,-4,0.25,-0.5,WDL,DLD,4,2,0.5
6111,Bournemouth,West Brom,1,0,H,2,2,5,2,0.25,1,D,L,L,D,L,W,16,14,4,2,-0.75,0,DLL,DLW,1,4,-0.75
6112,Burnley,Hull,1,1,D,2,4,4,2,0.75,1.5,L,W,L,L,W,W,18,18,4,0,-0.5,0.5,LWL,LWW,3,6,-0.75
6113,Liverpool,Leicester,4,1,H,5,3,6,3,1,1,D,L,W,W,D,L,8,1,4,7,-0.25,0,DLW,WDL,4,4,0
6114,Man United,Man City,1,2,A,6,9,1,3,2.25,2.25,W,W,W,W,W,W,5,4,4,1,1.25,1.5,WWW,WWW,9,9,0
6115,Middlesbrough,Crystal Palace,1,2,A,3,1,2,3,1.25,0.25,D,W,D,D,L,L,18,15,4,3,0.25,-0.5,DWD,DLL,5,1,1
6116,Stoke,Tottenham,0,4,A,2,3,6,2,0.25,1.25,L,L,D,D,W,D,9,3,4,6,-1,0.25,LLD,DWD,1,5,-1
6117,West Ham,Watford,2,4,A,3,3,5,6,0.75,0.25,L,W,L,L,L,D,7,13,4,-6,-0.5,-0.75,LWL,LLD,3,1,0.5
6118,Swansea,Chelsea,2,2,D,2,7,4,2,0.75,2.25,L,L,W,W,W,W,12,10,4,2,-0.5,1.25,LLW,WWW,3,9,-1.5
6119,Sunderland,Everton,0,3,A,3,4,5,2,0.25,1.75,D,L,L,W,W,D,17,11,4,6,-0.5,0.5,DLL,WWD,1,7,-1.5
6120,Chelsea,Liverpool,1,2,A,9,9,4,7,2,1.4,D,W,W,W,D,L,10,8,5,2,1,0.4,DWW,WDL,7,4,0.6
6121,Everton,Middlesbrough,3,1,H,7,4,2,4,2,1,W,W,W,L,D,W,11,18,5,-7,1,0,WWW,LDW,9,4,1
6122,Hull,Arsenal,1,4,A,5,8,3,6,1.4,1.4,D,L,W,W,W,D,18,2,5,16,0.4,0.4,DLW,WWD,4,7,-0.6
6123,Leicester,Burnley,3,0,H,4,3,7,5,0.8,0.8,L,W,D,D,L,W,1,18,5,-17,-0.6,-0.4,LWD,DLW,4,4,0
6124,Man City,Bournemouth,4,0,H,11,3,4,5,2.4,0.8,W,W,W,W,D,L,4,16,5,-12,1.4,-0.4,WWW,WDL,9,4,1
6125,West Brom,West Ham,4,2,H,2,5,3,9,0.8,0.6,L,D,L,L,L,W,14,7,5,7,-0.2,-0.8,LDL,LLW,1,3,-0.4
6126,Crystal Palace,Stoke,4,1,H,3,2,4,10,0.8,0.2,W,D,L,L,L,L,15,9,5,6,-0.2,-1.6,WDL,LLL,4,0,0.8
6127,Southampton,Swansea,1,0,H,3,4,6,6,0.4,0.8,L,D,L,D,L,L,6,12,5,-6,-0.6,-0.4,LDL,DLL,1,1,0
6128,Tottenham,Sunderland,1,0,H,7,3,2,8,1.6,0.2,W,D,W,L,D,L,3,17,5,-14,1,-1,WDW,LDL,7,1,1.2
6129,Watford,Man United,3,1,H,7,7,8,3,0.8,1.8,W,L,L,L,W,W,13,5,5,8,-0.2,0.8,WLL,LWW,3,6,-0.6
6130,Arsenal,Chelsea,3,0,H,12,10,7,6,1.666666667,1.666666667,W,W,W,L,D,W,2,10,6,-8,0.833333333,0.666666667,WWW,LDW,9,4,0.833333333
6131,Bournemouth,Everton,1,0,H,3,10,9,3,0.666666667,2.166666667,L,W,D,W,W,W,16,11,6,5,-1,1.166666667,LWD,WWW,4,9,-0.833333333
6132,Liverpool,Hull,5,1,H,11,6,8,7,1.666666667,1.166666667,W,W,D,L,D,L,8,18,6,-10,0.5,-0.166666667,WWD,LDL,7,1,1
6133,Man United,Leicester,4,1,H,8,7,6,7,1.5,1.166666667,L,L,W,W,L,W,5,1,6,4,0.333333333,0,LLW,WLW,3,6,-0.5
6134,Middlesbrough,Tottenham,1,2,A,5,8,7,2,0.833333333,1.833333333,L,L,D,W,W,D,18,3,6,15,-0.333333333,1,LLD,WWD,1,7,-1
6135,Stoke,West Brom,1,1,D,3,6,14,5,0.166666667,1.166666667,L,L,L,W,L,D,9,14,6,-5,-1.833333333,0.166666667,LLL,WLD,0,4,-0.666666667
6136,Sunderland,Crystal Palace,2,3,A,3,7,9,5,0.166666667,1.166666667,L,L,D,W,W,D,17,15,6,2,-1,0.333333333,LLD,WWD,1,7,-1
6137,Swansea,Man City,1,3,A,4,15,7,4,0.666666667,2.5,L,D,L,W,W,W,12,4,6,8,-0.5,1.833333333,LDL,WWW,1,9,-1.333333333
6138,West Ham,Southampton,0,3,A,7,4,13,6,0.5,0.833333333,L,L,L,W,L,D,7,6,6,1,-1,-0.333333333,LLL,WLD,0,4,-0.666666667
6139,Burnley,Watford,2,0,H,3,10,8,9,0.666666667,1.166666667,L,D,L,W,W,L,18,13,6,5,-0.833333333,0.166666667,LDL,WWL,1,6,-0.833333333
6140,Everton,Crystal Palace,1,1,D,10,10,4,7,1.857142857,1.428571429,L,W,W,W,W,W,11,15,7,-4,0.857142857,0.428571429,LWW,WWW,6,9,-0.428571429
6141,Hull,Chelsea,0,2,A,7,10,12,9,1,1.428571429,L,L,D,L,L,D,18,10,7,8,-0.714285714,0.142857143,LLD,LLD,1,1,0
6142,Sunderland,West Brom,1,1,D,5,7,12,6,0.142857143,1.142857143,L,L,L,D,W,L,17,14,7,3,-1,0.142857143,LLL,DWL,0,4,-0.571428571
6143,Swansea,Liverpool,1,2,A,5,16,10,9,0.571428571,1.857142857,L,L,D,W,W,W,12,8,7,4,-0.714285714,1,LLD,WWW,1,9,-1.142857143
6144,Watford,Bournemouth,2,2,D,10,4,11,9,1,1,L,W,W,W,L,W,13,16,7,-3,-0.142857143,-0.714285714,LWW,WLW,6,6,0
6145,West Ham,Middlesbrough,1,1,D,7,6,16,9,0.428571429,0.714285714,L,L,L,L,L,L,7,18,7,-11,-1.285714286,-0.428571429,LLL,LLL,0,0,0
6146,Burnley,Arsenal,0,1,A,5,15,8,7,1,1.857142857,W,L,D,W,W,W,18,2,7,16,-0.428571429,1.142857143,WLD,WWW,4,9,-0.714285714
6147,Leicester,Southampton,0,0,D,8,7,11,6,1,1.142857143,L,W,L,W,W,L,1,6,7,-5,-0.428571429,0.142857143,LWL,WWL,3,6,-0.428571429
6148,Man United,Stoke,1,1,D,12,4,7,15,1.714285714,0.285714286,W,L,L,D,L,L,5,9,7,-4,0.714285714,-1.571428571,WLL,DLL,3,1,0.285714286
6149,Tottenham,Man City,2,0,H,10,18,3,5,2,2.571428571,W,W,W,W,W,W,3,4,7,-1,1,1.857142857,WWW,WWW,9,9,0
6150,Arsenal,Swansea,3,2,H,16,6,7,12,2,0.5,W,W,W,L,L,L,2,12,8,-10,1.125,-0.75,WWW,LLL,9,0,1.125
6151,Bournemouth,Hull,6,1,H,6,7,11,14,1,0.875,D,W,L,L,L,L,16,18,8,-2,-0.625,-0.875,DWL,LLL,4,0,0.5
6152,Chelsea,Leicester,3,0,H,12,8,9,11,1.625,1,W,L,L,D,L,W,10,1,8,9,0.375,-0.375,WLL,DLW,3,4,-0.125
6153,Crystal Palace,West Ham,0,1,A,11,8,8,17,1.375,0.5,D,W,W,D,L,L,15,7,8,8,0.375,-1.125,DWW,DLL,7,1,0.75
6154,Man City,Everton,1,1,D,18,11,7,5,2.25,1.75,L,W,W,D,L,W,4,11,8,-7,1.375,0.75,LWW,DLW,6,4,0.25
6155,Stoke,Sunderland,2,0,H,5,6,16,13,0.375,0.25,D,D,L,D,L,L,9,17,8,-8,-1.375,-0.875,DDL,DLL,2,1,0.125
6156,West Brom,Tottenham,1,1,D,8,12,7,3,1.125,2.125,D,D,W,W,W,W,14,3,8,11,0.125,1.125,DDW,WWW,5,9,-0.5
6157,Middlesbrough,Watford,0,1,A,7,12,10,13,0.75,1,D,L,L,D,L,W,18,13,8,5,-0.375,-0.125,DLL,DLW,1,4,-0.375
6158,Southampton,Burnley,3,1,H,7,5,6,9,1.125,0.875,D,W,W,L,W,L,6,18,8,-12,0.125,-0.5,DWW,LWL,7,3,0.5
6159,Liverpool,Man United,0,0,D,18,13,10,8,2,1.625,W,W,W,D,W,L,8,5,8,3,1,0.625,WWW,DWL,9,4,0.625
6160,Arsenal,Middlesbrough,0,0,D,19,7,9,11,2.111111111,0.666666667,W,W,W,L,D,L,2,18,9,-16,1.111111111,-0.444444444,WWW,LDL,9,1,0.888888889
6161,Bournemouth,Tottenham,0,0,D,12,13,12,4,1.222222222,2,W,D,W,D,W,W,16,3,9,13,0,1,WDW,DWW,7,7,0
6162,Burnley,Everton,2,1,H,6,12,12,6,0.777777778,1.666666667,L,L,W,D,D,L,18,11,9,7,-0.666666667,0.666666667,LLW,DDL,3,2,0.111111111
6163,Hull,Stoke,0,2,A,8,7,20,16,0.777777778,0.666666667,L,L,L,W,D,D,18,9,9,9,-1.333333333,-1,LLL,WDD,0,5,-0.555555556
6164,Leicester,Crystal Palace,3,1,H,8,11,14,9,0.888888889,1.222222222,L,D,L,L,D,W,1,15,9,-14,-0.666666667,0.222222222,LDL,LDW,1,4,-0.333333333
6165,Liverpool,West Brom,2,1,H,18,9,10,8,1.888888889,1.111111111,D,W,W,D,D,D,8,14,9,-6,0.888888889,0.111111111,DWW,DDD,7,3,0.444444444
6166,Swansea,Watford,0,0,D,8,13,15,13,0.444444444,1.222222222,L,L,L,W,D,L,12,13,9,-1,-0.777777778,0,LLL,WDL,0,4,-0.444444444
6167,West Ham,Sunderland,1,0,H,9,6,17,15,0.777777778,0.222222222,W,D,L,L,D,L,7,17,9,-10,-0.888888889,-1,WDL,LDL,4,1,0.333333333
6168,Chelsea,Man United,4,0,H,15,13,9,8,1.777777778,1.555555556,W,W,L,D,D,W,10,5,9,5,0.666666667,0.555555556,WWL,DDW,6,5,0.111111111
6169,Man City,Southampton,1,1,D,19,10,8,7,2.111111111,1.333333333,D,L,W,W,D,W,4,6,9,-2,1.222222222,0.333333333,DLW,WDW,4,7,-0.333333333
6170,Crystal Palace,Liverpool,2,4,A,12,20,12,11,1.1,2,L,L,D,W,D,W,15,8,10,7,0,0.9,LLD,WDW,1,7,-0.6
6171,Man United,Burnley,0,0,D,13,8,12,13,1.4,1,L,D,D,W,L,L,5,18,10,-13,0.1,-0.5,LDD,WLL,2,3,-0.1
