,HomeTeam,AwayTeam,FTHG,FTAG,FTR,AHTGS,AATGS,AHTGC,AATGC,HTP,ATP,HM1,HM2,HM3,AM1,AM2,AM3,HomeTeamLP,AwayTeamLP,MW,DiffLP,HTGD,ATGD,HTFormPtsStr,ATFormPtsStr,HTFormPts,ATFormPts,DiffFormPts
986,Tottenham,Everton,4,3,H,30,25,31,24,1.391304348,1.565217391,L,L,D,D,D,D,9,15,23,-6,-0.043478261,0.043478261,LLD,DDD,1,3,-0.086956522
987,Aston Villa,Tottenham,0,1,A,21,30,23,31,1.217391304,1.391304348,W,W,L,L,L,D,8,9,23,-1,-0.086956522,-0.043478261,WWL,LLD,6,1,0.217391304
988,Blackburn,Birmingham,1,1,D,29,19,25,27,1.391304348,1.086956522,W,D,D,L,L,D,10,18,23,-8,0.173913043,-0.347826087,WDD,LLD,5,1,0.173913043
989,Charlton,Bolton,1,1,D,25,23,29,37,1.260869565,0.869565217,L,W,D,D,L,D,14,16,23,-2,-0.173913043,-0.608695652,LWD,DLD,4,2,0.086956522
990,Everton,Sunderland,2,1,H,28,15,28,32,1.5,0.791666667,L,D,D,D,L,L,15,17,24,-2,0,-0.708333333,LDD,DLL,2,1,0.041666667
991,Leeds,West Brom,0,0,D,31,17,29,35,1.25,0.708333333,L,W,W,D,L,L,5,18,24,-13,0.083333333,-0.75,LWW,DLL,6,1,0.208333333
992,Man United,Chelsea,2,1,H,38,40,23,21,1.833333333,1.708333333,W,W,W,W,L,L,3,6,24,-3,0.625,0.791666667,WWW,WLL,9,3,0.25
993,Newcastle,Man City,2,0,H,39,32,31,32,1.75,1.416666667,W,D,W,W,D,W,4,18,24,-14,0.333333333,0,WDW,WDW,7,7,0
994,Southampton,Liverpool,0,1,A,27,31,22,23,1.5,1.458333333,D,W,W,D,L,D,11,2,24,9,0.208333333,0.333333333,DWW,DLD,7,2,0.208333333
995,Arsenal,West Ham,3,1,H,49,24,24,43,2.041666667,0.708333333,W,W,D,L,D,D,1,7,24,-6,1.041666667,-0.791666667,WWD,LDD,7,2,0.208333333
996,Fulham,Middlesboro,1,0,H,24,27,27,23,1.125,1.25,W,D,L,D,L,L,13,12,24,1,-0.125,0.166666667,WDL,DLL,4,1,0.125
997,Charlton,West Ham,4,2,H,26,24,30,43,1.25,0.708333333,D,L,W,L,D,D,14,7,24,7,-0.166666667,-0.791666667,DLW,LDD,4,2,0.083333333
998,Newcastle,Bolton,1,0,H,39,24,31,38,1.75,0.875,W,D,W,D,D,L,4,16,24,-12,0.333333333,-0.583333333,WDW,DDL,7,2,0.208333333
999,Bolton,Everton,1,2,A,24,28,38,28,0.875,1.5,D,D,L,L,D,D,16,15,24,1,-0.583333333,0,DDL,LDD,2,2,0
1000,Chelsea,Leeds,3,2,H,41,31,23,29,1.64,1.24,L,W,L,D,L,W,6,5,25,1,0.72,0.08,LWL,DLW,3,4,-0.04
1001,Middlesboro,Aston Villa,2,5,A,27,22,24,25,1.2,1.16,L,D,L,L,D,W,12,8,25,4,0.12,-0.12,LDL,LDW,1,4,-0.12
1002,Sunderland,Southampton,0,1,A,16,27,34,23,0.76,1.44,L,D,L,L,D,W,17,11,25,6,-0.72,0.16,LDL,LDW,1,4,-0.12
1003,Liverpool,Arsenal,2,2,D,32,52,23,25,1.52,2.08,W,D,L,W,W,W,2,1,25,1,0.36,1.08,WDL,WWW,4,9,-0.2
1004,Man City,Fulham,4,1,H,32,25,34,31,1.36,1.08,L,W,D,L,W,D,18,13,25,5,-0.08,-0.24,LWD,LWD,4,4,0
1005,Tottenham,Newcastle,0,1,A,35,40,34,31,1.52,1.8,W,W,L,W,W,D,9,4,25,5,0.04,0.36,WWL,WWD,6,7,-0.04
1006,West Brom,Charlton,0,1,A,17,30,36,32,0.68,1.32,L,D,L,W,D,L,18,14,25,4,-0.76,-0.08,LDL,WDL,1,4,-0.12
1007,West Ham,Blackburn,2,1,H,26,30,47,26,0.68,1.36,L,L,D,D,D,W,7,10,25,-3,-0.84,0.16,LLD,DDW,1,5,-0.16
1008,Arsenal,Fulham,2,1,H,52,25,25,31,2.08,1.08,W,W,W,L,W,D,1,13,25,-12,1.08,-0.24,WWW,LWD,9,4,0.2
1009,Bolton,Birmingham,4,2,H,24,20,39,32,0.84,1.04,L,D,D,D,L,L,16,18,25,-2,-0.6,-0.48,LDD,DLL,2,1,0.04
1010,Chelsea,Tottenham,1,1,D,44,35,25,35,1.692307692,1.461538462,W,L,W,L,W,W,6,9,26,-3,0.730769231,0,WLW,LWW,6,6,0
1011,Everton,Leeds,2,0,H,32,33,30,32,1.615384615,1.192307692,W,W,L,L,D,L,15,5,26,10,0.076923077,0.038461538,WWL,LDL,6,1,0.192307692
1012,Man City,West Brom,1,2,A,36,19,35,37,1.423076923,0.769230769,W,L,W,W,L,D,18,18,26,0,0.038461538,-0.692307692,WLW,WLD,6,4,0.076923077
1013,Southampton,Man United,0,2,A,28,42,23,24,1.5,1.923076923,W,L,D,W,W,W,11,3,26,8,0.192307692,0.692307692,WLD,WWW,4,9,-0.192307692
1014,Sunderland,Charlton,1,3,A,16,31,35,32,0.730769231,1.384615385,L,L,D,W,W,D,17,14,26,3,-0.730769231,-0.038461538,LLD,WWD,1,7,-0.230769231
1015,Aston Villa,Blackburn,3,0,H,27,31,27,28,1.230769231,1.307692308,W,L,D,L,D,D,8,10,26,-2,0,0.115384615,WLD,LDD,4,2,0.076923077
1016,West Ham,Liverpool,0,3,A,28,34,48,25,0.769230769,1.5,W,L,L,D,W,D,7,2,26,5,-0.769230769,0.346153846,WLL,DWD,3,5,-0.076923077
1017,Birmingham,Man United,0,1,A,22,42,36,24,1,1.923076923,L,D,L,W,W,W,18,3,26,15,-0.538461538,0.692307692,LDL,WWW,1,9,-0.307692308
1018,Birmingham,Chelsea,1,3,A,22,44,36,25,1,1.692307692,L,D,L,W,L,W,18,6,26,12,-0.538461538,0.730769231,LDL,WLW,1,6,-0.192307692
1019,Blackburn,Southampton,1,0,H,31,28,28,23,1.307692308,1.5,L,D,D,W,L,D,10,11,26,-1,0.115384615,0.192307692,LDD,WLD,2,4,-0.076923077
1020,Charlton,Everton,2,1,H,34,34,33,30,1.444444444,1.666666667,W,W,W,W,W,W,14,15,27,-1,0.037037037,0.148148148,WWW,WWW,9,9,0
1021,Fulham,Aston Villa,2,1,H,28,30,34,27,1.111111111,1.296296296,W,L,L,W,W,L,13,8,27,5,-0.222222222,0.111111111,WLL,WWL,3,6,-0.111111111
1022,Leeds,West Ham,1,0,H,33,28,34,51,1.148148148,0.740740741,L,L,D,L,W,L,5,7,27,-2,-0.037037037,-0.851851852,LLD,LWL,1,3,-0.074074074
1023,Liverpool,Middlesboro,1,1,D,37,30,25,30,1.555555556,1.148148148,W,D,W,D,L,L,2,12,27,-10,0.444444444,0,WDW,DLL,7,1,0.222222222
1024,Tottenham,Sunderland,4,1,H,36,17,36,38,1.444444444,0.703703704,D,L,W,L,L,L,9,17,27,-8,0,-0.777777778,DLW,LLL,4,0,0.148148148
1025,West Brom,Bolton,1,1,D,20,29,38,43,0.777777778,0.888888889,D,W,L,W,L,L,18,16,27,2,-0.666666667,-0.518518519,DWL,WLL,4,3,0.037037037
1026,Man United,Man City,1,1,D,43,37,24,37,1.962962963,1.37037037,W,W,W,L,W,L,3,18,27,-15,0.703703704,0,WWW,LWL,9,3,0.222222222
1027,Newcastle,Arsenal,1,1,D,42,56,32,28,1.814814815,2.074074074,D,W,W,W,D,W,4,1,27,3,0.37037037,1.037037037,DWW,WDW,7,7,0
1028,Fulham,West Brom,3,0,H,28,20,34,38,1.111111111,0.777777778,W,L,L,D,W,L,13,18,27,-5,-0.222222222,-0.666666667,WLL,DWL,3,4,-0.037037037
1029,Bolton,Man United,1,1,D,29,43,43,24,0.888888889,1.962962963,W,L,L,W,W,W,16,3,27,13,-0.518518519,0.703703704,WLL,WWW,3,9,-0.222222222
1030,Charlton,Aston Villa,3,0,H,36,31,34,29,1.5,1.25,W,W,W,L,W,W,14,8,28,6,0.071428571,0.071428571,WWW,LWW,9,6,0.107142857
1031,Chelsea,Blackburn,1,2,A,48,32,27,31,1.714285714,1.321428571,W,D,W,W,L,L,6,10,28,-4,0.75,0.035714286,WDW,WLL,7,3,0.142857143
1032,Everton,Southampton,2,1,H,35,28,32,26,1.607142857,1.392857143,L,W,W,L,L,W,15,11,28,4,0.107142857,0.071428571,LWW,LLW,6,3,0.107142857
1033,Leeds,Newcastle,0,3,A,34,45,34,32,1.214285714,1.857142857,W,L,L,W,D,W,5,4,28,1,0,0.464285714,WLL,WDW,3,7,-0.142857143
1034,Man City,Arsenal,1,5,A,38,57,38,29,1.357142857,2.035714286,D,L,W,D,W,D,18,1,28,17,0,1,DLW,DWD,4,5,-0.035714286
1035,Sunderland,Middlesboro,1,3,A,18,33,42,31,0.678571429,1.214285714,L,L,L,W,D,L,17,12,28,5,-0.857142857,0.071428571,LLL,WDL,0,4,-0.142857143
1036,Birmingham,Liverpool,2,1,H,23,38,40,26,0.928571429,1.535714286,L,L,L,D,W,D,18,2,28,16,-0.607142857,0.428571429,LLL,DWD,0,5,-0.178571429
1037,West Brom,West Ham,1,2,A,20,28,41,52,0.75,0.714285714,L,D,W,L,L,W,18,7,28,11,-0.75,-0.857142857,LDW,LLW,4,3,0.035714286
1038,Tottenham,Fulham,1,1,D,40,31,37,34,1.5,1.178571429,W,D,L,W,W,L,9,13,28,-4,0.107142857,-0.107142857,WDL,WWL,4,6,-0.071428571
1039,Blackburn,Man City,1,0,H,32,38,31,38,1.321428571,1.357142857,W,L,L,D,L,W,10,18,28,-8,0.035714286,0,WLL,DLW,3,4,-0.035714286
1040,Fulham,Sunderland,1,0,H,32,19,35,45,1.172413793,0.655172414,D,W,W,L,L,L,13,17,29,-4,-0.103448276,-0.896551724,DWW,LLL,7,0,0.24137931
1041,Middlesboro,Everton,1,1,D,34,37,32,33,1.206896552,1.655172414,D,W,D,W,L,W,12,15,29,-3,0.068965517,0.137931034,DWD,WLW,5,6,-0.034482759
1042,Newcastle,Chelsea,2,1,H,47,49,33,29,1.896551724,1.655172414,W,W,D,L,W,D,4,6,29,-2,0.482758621,0.689655172,WWD,LWD,7,4,0.103448276
1043,Southampton,West Brom,1,0,H,29,21,28,43,1.344827586,0.724137931,L,L,L,L,L,D,11,18,29,-7,0.034482759,-0.75862069,LLL,LLD,0,1,-0.034482759
1044,West Ham,Tottenham,2,0,H,30,41,53,38,0.793103448,1.482758621,W,L,L,D,W,D,7,9,29,-2,-0.793103448,0.103448276,WLL,DWD,3,5,-0.068965517
1045,Arsenal,Charlton,2,0,H,62,39,30,34,2.068965517,1.551724138,W,D,W,W,W,W,1,14,29,-13,1.103448276,0.172413793,WDW,WWW,7,9,-0.068965517
1046,Aston Villa,Birmingham,0,2,A,31,25,32,41,1.206896552,1,L,L,W,W,L,L,8,18,29,-10,-0.034482759,-0.551724138,LLW,WLL,3,3,0
1047,Man United,Leeds,2,1,H,45,34,26,37,1.896551724,1.172413793,D,D,W,L,W,L,3,5,29,-2,0.655172414,-0.103448276,DDW,LWL,5,3,0.068965517
1048,Middlesboro,Newcastle,1,0,H,34,47,32,33,1.206896552,1.896551724,D,W,D,W,W,D,12,4,29,8,0.068965517,0.482758621,DWD,WWD,5,7,-0.068965517
1049,Liverpool,Bolton,2,0,H,39,31,28,45,1.482758621,0.896551724,L,D,W,D,D,W,2,16,29,-14,0.379310345,-0.482758621,LDW,DDW,4,5,-0.034482759
1050,Aston Villa,Man United,0,1,A,31,47,34,27,1.166666667,1.933333333,L,L,L,W,D,D,8,3,30,5,-0.1,0.666666667,LLL,WDD,0,5,-0.166666667
1051,Blackburn,Arsenal,2,0,H,35,64,32,30,1.433333333,2.1,W,W,W,W,W,D,10,1,30,9,0.1,1.133333333,WWW,WWD,9,7,0.066666667
1052,Charlton,Newcastle,0,2,A,39,47,36,34,1.5,1.833333333,L,W,W,L,W,W,14,4,30,10,0.1,0.433333333,LWW,LWW,6,6,0
1053,Everton,West Ham,0,0,D,38,32,34,53,1.633333333,0.866666667,D,W,L,W,W,L,15,7,30,8,0.133333333,-0.7,DWL,WWL,4,6,-0.066666667
1054,Fulham,Southampton,2,2,D,33,30,35,28,1.233333333,1.4,W,D,W,W,L,L,13,11,30,2,-0.066666667,0.066666667,WDW,WLL,7,3,0.133333333
1055,Leeds,Middlesboro,2,3,A,35,35,39,32,1.133333333,1.266666667,L,L,W,W,D,W,5,12,30,-7,-0.133333333,0.1,LLW,WDW,3,7,-0.133333333
1056,Sunderland,Bolton,0,2,A,19,31,46,47,0.633333333,0.866666667,L,L,L,L,D,D,17,16,30,1,-0.9,-0.533333333,LLL,LDD,0,2,-0.066666667
1057,Man City,Birmingham,1,0,H,39,27,44,41,1.266666667,1.066666667,L,L,D,W,W,L,18,18,30,0,-0.166666667,-0.466666667,LLD,WWL,1,6,-0.166666667
1058,Tottenham,Liverpool,2,3,A,41,41,40,28,1.433333333,1.533333333,L,D,W,W,L,D,9,2,30,7,0.033333333,0.433333333,LDW,WLD,4,4,0
1059,West Brom,Chelsea,0,2,A,21,50,44,31,0.7,1.6,L,L,L,L,L,W,18,6,30,12,-0.766666667,0.633333333,LLL,LLW,0,3,-0.1
1060,Birmingham,West Brom,1,0,H,27,21,42,46,1.032258065,0.677419355,L,W,W,L,L,L,18,18,31,0,-0.483870968,-0.806451613,LWW,LLL,6,0,0.193548387
1061,Chelsea,Man City,5,0,H,52,40,31,44,1.64516129,1.322580645,W,L,L,W,L,L,6,18,31,-12,0.677419355,-0.129032258,WLL,WLL,3,3,0
1062,Man United,Fulham,3,0,H,48,35,27,37,1.967741935,1.225806452,W,W,D,D,W,D,3,13,31,-10,0.677419355,-0.064516129,WWD,DWD,7,5,0.064516129
1063,Middlesboro,Charlton,1,1,D,38,39,34,38,1.322580645,1.451612903,W,W,D,L,L,W,12,14,31,-2,0.129032258,0.032258065,WWD,LLW,7,3,0.129032258
1064,Newcastle,Blackburn,5,1,H,49,37,34,32,1.870967742,1.483870968,W,L,W,W,W,W,4,10,31,-6,0.483870968,0.161290323,WLW,WWW,6,9,-0.096774194
1065,Southampton,Aston Villa,2,2,D,32,31,30,35,1.387096774,1.129032258,D,W,L,L,L,L,11,8,31,3,0.064516129,-0.129032258,DWL,LLL,4,0,0.129032258
1066,West Ham,Sunderland,2,0,H,32,19,53,48,0.870967742,0.612903226,D,W,W,L,L,L,7,17,31,-10,-0.677419355,-0.935483871,DWW,LLL,7,0,0.225806452
1067,Arsenal,Everton,2,1,H,64,38,32,34,2.032258065,1.612903226,L,W,W,D,D,W,1,15,31,-14,1.032258065,0.129032258,LWW,DDW,6,5,0.032258065
1068,Liverpool,Leeds,3,1,H,44,37,30,42,1.580645161,1.096774194,W,W,L,L,L,L,2,5,31,-3,0.451612903,-0.161290323,WWL,LLL,6,0,0.193548387
1069,Bolton,Tottenham,1,0,H,33,43,47,43,0.935483871,1.387096774,W,L,D,L,L,D,16,9,31,7,-0.451612903,0,WLD,LLD,4,1,0.096774194
1070,Aston Villa,Arsenal,1,1,D,33,66,37,33,1.125,2.0625,D,L,L,W,L,W,8,1,32,7,-0.125,1.03125,DLL,WLW,1,6,-0.15625
1071,Bolton,Man City,2,0,H,34,40,47,49,1,1.28125,W,W,L,L,W,L,16,18,32,-2,-0.40625,-0.28125,WWL,LWL,6,3,0.09375
1072,Charlton,Leeds,1,6,A,40,38,39,45,1.4375,1.0625,D,L,L,L,L,L,14,5,32,9,0.03125,-0.21875,DLL,LLL,1,0,0.03125
1073,Man United,Liverpool,4,0,H,51,47,27,31,2,1.625,W,W,W,W,W,W,3,2,32,1,0.75,0.5,WWW,WWW,9,9,0
1074,Middlesboro,West Brom,3,0,H,39,21,35,47,1.3125,0.65625,D,W,W,L,L,L,12,18,32,-6,0.125,-0.8125,DWW,LLL,7,0,0.21875
1075,Southampton,West Ham,1,1,D,34,34,32,53,1.375,0.9375,D,D,W,W,D,W,11,7,32,4,0.0625,-0.59375,DDW,WDW,5,7,-0.0625
1076,Sunderland,Chelsea,1,2,A,19,57,50,31,0.59375,1.6875,L,L,L,W,W,L,17,6,32,11,-0.96875,0.8125,LLL,WWL,0,6,-0.1875
1077,Tottenham,Birmingham,2,1,H,43,28,44,42,1.34375,1.09375,L,L,L,W,L,W,9,18,32,-9,-0.03125,-0.4375,LLL,WLW,0,6,-0.1875
1078,Everton,Newcastle,2,1,H,39,54,36,35,1.5625,1.90625,L,D,D,W,W,L,15,4,32,11,0.09375,0.59375,LDD,WWL,2,6,-0.125
1079,Fulham,Blackburn,0,4,A,35,38,40,37,1.1875,1.4375,L,D,W,L,W,W,13,10,32,3,-0.15625,0.03125,LDW,LWW,4,6,-0.0625
1080,Birmingham,Sunderland,2,0,H,29,20,44,52,1.060606061,0.575757576,L,W,L,L,L,L,18,17,33,1,-0.454545455,-0.96969697,LWL,LLL,3,0,0.090909091
1081,Blackburn,Charlton,1,0,H,42,41,37,45,1.484848485,1.393939394,W,L,W,L,D,L,10,14,33,-4,0.151515152,-0.121212121,WLW,LDL,6,1,0.151515152
1082,Chelsea,Bolton,1,0,H,59,36,32,47,1.727272727,1.060606061,W,W,W,W,W,W,6,16,33,-10,0.818181818,-0.333333333,WWW,WWW,9,9,0
1083,Leeds,Tottenham,2,2,D,44,45,46,45,1.121212121,1.393939394,W,L,L,W,L,L,5,9,33,-4,-0.060606061,0,WLL,WLL,3,3,0
1084,Liverpool,Fulham,2,0,H,47,35,35,44,1.575757576,1.151515152,L,W,W,L,L,D,2,13,33,-11,0.363636364,-0.272727273,LWW,LLD,6,1,0.151515152
1085,Man City,Middlesboro,0,0,D,40,42,51,35,1.242424242,1.363636364,L,L,W,W,D,W,18,12,33,6,-0.333333333,0.212121212,LLW,WDW,3,7,-0.121212121
1086,Newcastle,Man United,2,6,A,55,55,37,27,1.848484848,2.03030303,L,W,W,W,W,W,4,3,33,1,0.545454545,0.848484848,LWW,WWW,6,9,-0.090909091
1087,West Brom,Everton,1,2,A,21,41,50,37,0.636363636,1.606060606,L,L,L,W,L,D,18,15,33,3,-0.878787879,0.121212121,LLL,WLD,0,4,-0.121212121
1088,West Ham,Aston Villa,2,2,D,35,34,54,38,0.939393939,1.121212121,D,W,D,D,D,L,7,8,33,-1,-0.575757576,-0.121212121,DWD,DDL,5,2,0.090909091
1089,Arsenal,Man United,2,2,D,67,55,34,27,2.03030303,2.03030303,D,W,L,W,W,W,1,3,33,-2,1,0.848484848,DWL,WWW,4,9,-0.151515152
1090,Tottenham,Man City,0,2,A,47,40,47,51,1.382352941,1.235294118,D,W,L,D,L,L,9,18,34,-9,0,-0.323529412,DWL,DLL,4,1,0.088235294
1091,Aston Villa,Chelsea,2,1,H,36,60,40,32,1.117647059,1.764705882,D,D,D,W,W,W,8,6,34,2,-0.117647059,0.823529412,DDD,WWW,3,9,-0.176470588
1092,Bolton,West Ham,1,0,H,36,37,48,56,1.029411765,0.941176471,L,W,W,D,D,W,16,7,34,9,-0.352941176,-0.558823529,LWW,DDW,6,5,0.029411765
1093,Charlton,Birmingham,0,2,A,41,31,46,44,1.352941176,1.117647059,L,L,D,W,L,W,14,18,34,-4,-0.147058824,-0.382352941,LLD,WLW,1,6,-0.147058824
1094,Everton,Liverpool,1,2,A,43,49,38,35,1.647058824,1.617647059,W,W,L,W,L,W,15,2,34,13,0.147058824,0.411764706,WWL,WLW,6,6,0
1095,Fulham,Newcastle,2,1,H,35,57,46,43,1.117647059,1.794117647,L,L,L,L,L,W,13,4,34,9,-0.323529412,0.411764706,LLL,LLW,0,3,-0.088235294
1096,Man United,Blackburn,3,1,H,61,43,29,37,2.058823529,1.529411765,W,W,W,W,W,L,3,10,34,-7,0.941176471,0.176470588,WWW,WWL,9,6,0.088235294
1097,Middlesboro,Arsenal,0,2,A,42,69,35,36,1.352941176,2,D,W,D,D,D,W,12,1,34,11,0.205882353,0.970588235,DWD,DDW,5,5,0
1098,Southampton,Leeds,3,2,H,38,46,35,48,1.411764706,1.117647059,W,D,D,D,W,L,11,5,34,6,0.088235294,-0.058823529,WDD,DWL,5,4,0.029411765
1099,Sunderland,West Brom,1,2,A,20,22,54,52,0.558823529,0.617647059,L,L,L,L,L,L,17,18,34,-1,-1,-0.882352941,LLL,LLL,0,0,0
1100,Birmingham,Southampton,3,2,H,33,40,44,38,1.171428571,1.371428571,W,W,L,L,W,D,18,11,35,7,-0.314285714,0.057142857,WWL,LWD,6,4,0.057142857
1101,Blackburn,Bolton,0,0,D,44,37,40,48,1.485714286,1.085714286,L,W,W,W,L,W,10,16,35,-6,0.114285714,-0.314285714,LWW,WLW,6,6,0
1102,Chelsea,Everton,4,1,H,61,44,34,40,1.714285714,1.6,L,W,W,L,W,W,6,15,35,-9,0.771428571,0.114285714,LWW,LWW,6,6,0
1103,Liverpool,Charlton,2,1,H,51,41,36,48,1.657142857,1.314285714,W,W,L,L,L,L,2,14,35,-12,0.428571429,-0.2,WWL,LLL,6,0,0.171428571
1104,Man City,Sunderland,3,0,H,42,21,51,56,1.285714286,0.542857143,W,D,L,L,L,L,18,17,35,1,-0.257142857,-1,WDL,LLL,4,0,0.114285714
1105,Newcastle,Aston Villa,1,1,D,58,38,45,41,1.742857143,1.171428571,L,L,L,W,D,D,4,8,35,-4,0.371428571,-0.085714286,LLL,WDD,0,5,-0.142857143
1106,West Brom,Tottenham,2,3,A,24,47,53,49,0.685714286,1.342857143,W,L,L,L,D,W,18,9,35,9,-0.828571429,-0.057142857,WLL,LDW,3,4,-0.028571429
1107,West Ham,Middlesboro,1,0,H,37,42,57,37,0.914285714,1.314285714,L,D,D,L,D,W,7,12,35,-5,-0.571428571,0.142857143,LDD,LDW,2,4,-0.057142857
1108,Leeds,Fulham,2,0,H,48,37,51,47,1.085714286,1.171428571,L,D,W,W,L,L,5,13,35,-8,-0.085714286,-0.285714286,LDW,WLL,4,3,0.028571429
1109,Birmingham,Middlesboro,3,0,H,33,42,44,37,1.171428571,1.314285714,W,W,L,L,D,W,18,12,35,6,-0.314285714,0.142857143,WWL,LDW,6,4,0.057142857
1110,Bolton,Arsenal,2,2,D,37,73,48,38,1.083333333,2,D,W,L,D,W,D,16,1,36,15,-0.305555556,0.972222222,DWL,DWD,4,5,-0.027777778
1111,Charlton,Southampton,2,1,H,42,41,50,40,1.277777778,1.333333333,L,L,L,L,L,W,14,11,36,3,-0.222222222,0.027777778,LLL,LLW,0,3,-0.083333333
1112,Chelsea,Fulham,1,1,D,65,37,35,49,1.75,1.138888889,W,L,W,L,W,L,6,13,36,-7,0.833333333,-0.333333333,WLW,LWL,6,3,0.083333333
1113,Everton,Aston Villa,2,1,H,45,39,44,42,1.555555556,1.166666667,L,L,W,D,W,D,15,8,36,7,0.027777778,-0.083333333,LLW,DWD,3,5,-0.055555556
1114,Leeds,Blackburn,2,3,A,50,44,51,40,1.138888889,1.472222222,W,L,D,D,L,W,5,10,36,-5,-0.027777778,0.111111111,WLD,DLW,4,4,0
1115,Sunderland,Newcastle,0,1,A,21,59,59,46,0.527777778,1.722222222,L,L,L,D,L,L,17,4,36,13,-1.055555556,0.361111111,LLL,DLL,0,1,-0.027777778
1116,West Brom,Liverpool,0,6,A,26,53,56,37,0.666666667,1.694444444,L,W,L,W,W,W,18,2,36,16,-0.833333333,0.444444444,LWL,WWW,3,9,-0.166666667
1117,Man City,West Ham,0,1,A,45,38,51,57,1.333333333,0.972222222,W,W,D,W,L,D,18,7,36,11,-0.166666667,-0.527777778,WWD,WLD,7,4,0.083333333
1118,Tottenham,Man United,0,2,A,50,66,51,32,1.388888889,2.055555556,W,L,D,W,D,W,9,3,36,6,-0.027777778,0.944444444,WLD,WDW,4,7,-0.083333333
1119,Aston Villa,Sunderland,1,0,H,39,21,42,59,1.166666667,0.527777778,D,W,D,L,L,L,8,17,36,-9,-0.083333333,-1.055555556,DWD,LLL,5,0,0.138888889
1120,Blackburn,West Brom,1,1,D,47,26,42,62,1.513513514,0.648648649,W,D,L,L,L,W,10,18,37,-8,0.135135135,-0.972972973,WDL,LLW,4,3,0.027027027
1121,Fulham,Everton,2,0,H,38,47,50,45,1.135135135,1.594594595,D,L,W,W,L,L,13,15,37,-2,-0.324324324,0.054054054,DLW,WLL,4,3,0.027027027
1122,Liverpool,Man City,1,2,A,59,45,37,52,1.72972973,1.297297297,W,W,W,L,W,W,2,18,37,-16,0.594594595,-0.189189189,WWW,LWW,9,6,0.081081081
1123,Man United,Charlton,4,1,H,68,44,32,51,2.081081081,1.324324324,W,W,D,W,L,L,3,14,37,-11,0.972972973,-0.189189189,WWD,WLL,7,3,0.108108108
1124,Middlesboro,Tottenham,5,1,H,42,50,41,53,1.243243243,1.351351351,L,L,L,L,W,L,12,9,37,3,0.027027027,-0.081081081,LLL,LWL,0,3,-0.081081081
1125,Newcastle,Birmingham,1,0,H,60,39,46,46,1.756756757,1.27027027,W,D,L,W,W,W,4,18,37,-14,0.378378378,-0.189189189,WDL,WWW,4,9,-0.135135135
1126,Southampton,Bolton,0,0,D,41,39,40,50,1.324324324,1.081081081,D,L,L,D,D,W,11,16,37,-5,0.027027027,-0.297297297,DLL,DDW,1,5,-0.108108108
1127,West Ham,Chelsea,1,0,H,39,66,57,36,1.027027027,1.72972973,W,W,L,D,W,L,7,6,37,1,-0.486486486,0.810810811,WWL,DWL,6,4,0.054054054
1128,Arsenal,Leeds,2,3,A,75,52,41,54,1.945945946,1.108108108,L,D,W,L,W,L,1,5,37,-4,0.918918919,-0.054054054,LDW,LWL,4,3,0.027027027
1129,Arsenal,Southampton,6,1,H,75,41,41,40,1.945945946,1.324324324,L,D,W,D,L,L,1,11,37,-10,0.918918919,0.027027027,LDW,DLL,4,1,0.081081081
1130,Birmingham,West Ham,2,2,D,39,40,47,57,1.236842105,1.078947368,L,W,W,W,W,W,18,7,38,11,-0.210526316,-0.447368421,LWW,WWW,6,9,-0.078947368
1131,Bolton,Middlesboro,2,1,H,39,47,50,42,1.078947368,1.289473684,D,D,D,W,L,L,16,12,38,4,-0.289473684,0.131578947,DDD,WLL,3,3,0
1132,Charlton,Fulham,0,1,A,45,40,55,50,1.289473684,1.184210526,L,W,L,W,D,L,14,13,38,1,-0.263157895,-0.263157895,LWL,WDL,3,4,-0.026315789
1133,Chelsea,Liverpool,2,1,H,66,60,37,39,1.684210526,1.684210526,L,D,W,L,W,W,6,2,38,4,0.763157895,0.552631579,LDW,LWW,4,6,-0.052631579
1134,Everton,Man United,1,2,A,47,72,47,33,1.552631579,2.105263158,L,W,L,W,W,W,15,3,38,12,0,1.026315789,LWL,WWW,3,9,-0.157894737
1135,Leeds,Aston Villa,3,1,H,55,41,56,44,1.157894737,1.184210526,W,L,W,W,L,D,5,8,38,-3,-0.026315789,-0.078947368,WLW,WLD,6,4,0.052631579
1136,Man City,Southampton,0,1,A,47,42,53,46,1.342105263,1.289473684,W,L,W,L,D,L,18,11,38,7,-0.157894737,-0.105263158,WLW,LDL,6,1,0.131578947
1137,Sunderland,Arsenal,0,4,A,21,81,61,42,0.5,1.973684211,L,L,L,W,L,D,17,1,38,16,-1.052631579,1.026315789,LLL,WLD,0,4,-0.105263158
1138,Tottenham,Blackburn,0,4,A,51,48,58,43,1.315789474,1.5,L,L,W,D,W,D,9,10,38,-1,-0.184210526,0.131578947,LLW,DWD,3,5,-0.052631579
1139,West Brom,Newcastle,2,2,D,27,61,63,46,0.657894737,1.789473684,D,L,L,W,W,D,18,4,38,14,-0.947368421,0.394736842,DLL,WWD,1,7,-0.157894737
1140,Arsenal,Everton,2,1,H,0,0,0,0,0,0,M,M,M,M,M,M,2,7,1,-5,0,0,MMM,MMM,0,0,0
1141,Birmingham,Tottenham,1,0,H,0,0,0,0,0,0,M,M,M,M,M,M,13,10,1,3,0,0,MMM,MMM,0,0,0
